#{"t_start": 1656768397.614066, "env_id": "env.spec.id"}
r,l,t
-116,66,2.546372
-82,32,2.603385
-64,14,2.628392
-58,8,2.642394
-54,4,2.650396
-104,54,2.743417
-127,77,2.878447
-65,15,2.905453
-67,17,2.934459
-58,8,2.949463
-62,12,2.970467
-85,35,3.030481
-53,3,3.036483
-57,7,3.049486
-58,8,3.063489
-72,22,3.101497
-61,11,3.121501
-55,5,3.131505
-81,31,3.183516
-71,21,3.219524
-66,16,3.24953
-60,10,3.267534
-53,3,3.273535
-57,7,3.285538
-68,18,3.317545
-86,36,3.378559
-70,20,3.413567
-63,13,3.435572
-53,3,3.441574
-56,6,3.451575
-59,9,3.467579
-52,2,3.47158
-61,11,3.490584
-68,18,3.521592
-53,3,3.527593
-83,33,3.583605
-80,30,3.637618
-55,5,3.64762
-67,17,3.676626
-66,16,3.703632
-81,31,3.756644
-62,12,3.776648
-65,15,3.803655
-55,5,3.812656
-84,34,3.871671
-55,5,3.880672
-82,32,3.936684
-53,3,3.942686
-64,14,3.966691
-76,26,4.011701
-80,30,4.062713
-61,11,4.082717
-53,3,4.087718
-54,4,4.09572
-68,18,4.125727
-106,56,4.220748
-53,3,4.22775
-113,63,4.337775
-96,46,4.416792
-69,19,4.449799
-63,13,4.472805
-66,16,4.500811
18,32,4.556823
-62,12,4.579829
-60,10,4.596832
-64,14,4.621838
-60,10,4.639842
-75,25,4.682852
-52,2,4.686853
-100,100,4.860892
-90,40,4.928907
-71,21,4.965915
-62,12,4.98692
-52,2,4.990921
-57,7,5.003924
-93,43,5.076941
-65,15,5.103946
-63,13,5.125951
-85,35,5.186965
-74,24,5.228974
-57,7,5.242977
-84,34,5.301991
-60,10,5.322996
-60,10,5.342999
-80,30,5.397011
-54,4,5.404013
-78,28,5.456024
-72,22,5.496033
-52,2,5.500034
-62,12,5.521039
-88,38,5.590055
-99,49,5.687078
-71,21,5.736088
-53,3,5.74409
-57,7,5.763094
-52,2,5.768095
-54,4,5.778097
-58,8,5.800103
-53,3,5.809104
-53,3,5.816107
-91,41,5.900126
-61,11,5.92013
-52,2,5.925131
-57,7,5.939135
-54,4,5.948137
-84,34,6.013151
-72,22,6.056161
-61,11,6.077166
-121,71,6.973366
-71,21,7.011374
-68,18,7.042381
-61,11,7.061385
-122,72,7.184413
-57,7,7.198416
-99,49,7.287436
-55,5,7.296438
-111,61,7.400461
-99,49,7.486481
-70,20,7.521488
-62,12,7.544494
-114,64,7.66052
-74,24,7.70353
-66,16,7.732536
-124,74,7.862565
-104,54,7.955586
-70,20,7.989594
-59,9,8.006598
-67,17,8.035604
-63,13,8.058609
-57,7,8.070612
-114,64,8.185637
-66,16,8.213644
-97,47,8.295662
-56,6,8.306665
-76,26,8.351674
-68,18,8.384682
-97,47,8.466701
-82,32,8.521713
-81,31,8.576725
-63,13,8.59973
-89,39,8.670747
-58,8,8.68775
-122,72,8.829782
-59,9,8.846786
-66,16,8.882795
-105,55,8.985818
-54,4,8.994819
-84,34,9.062835
-75,25,9.111846
-65,15,9.139852
-52,2,9.144853
-66,16,9.175859
-63,13,9.205867
-104,54,9.312891
-64,14,9.338897
-54,4,9.346898
-73,23,9.389908
-73,23,9.431917
-72,22,9.474927
-89,39,9.547942
-75,25,9.593954
-125,75,9.75799
-75,25,9.829006
-93,43,9.93503
-69,19,9.986041
-76,26,10.056057
-55,5,10.068061
-99,49,10.198089
-56,6,10.218094
-63,13,10.261104
-92,42,10.356124
-71,21,10.413136
-69,19,10.453146
-62,12,10.479153
-61,11,10.50716
-54,4,10.516162
27,23,10.562171
-70,20,10.605181
-55,5,10.616183
-89,39,10.705204
-95,45,10.790222
-71,21,10.853236
-76,26,10.908248
-52,2,10.913249
-65,15,11.730127
-115,65,11.846156
-64,14,11.871161
-91,41,11.942177
-64,14,11.967183
-52,2,11.972184
-114,64,12.083209
-57,7,12.096211
-90,40,12.168228
-87,37,12.234247
-53,3,12.241249
-57,7,12.255253
-139,89,12.424997
-71,21,12.465173
33,17,12.498181
-101,51,12.592181
-66,16,12.62219
-94,44,12.70021
-74,24,12.742219
-65,15,12.768224
-98,48,12.853244
-101,51,12.939263
-53,3,12.945265
-52,2,12.949265
-61,11,12.96827
-80,30,13.020282
-58,8,13.036285
-84,34,13.106301
-82,32,13.171763
-54,4,13.180766
-128,78,13.335311
-110,60,19.024203
-115,65,19.177238
-52,2,19.183239
-130,80,19.379861
-139,89,19.596082
-132,82,19.775122
-134,84,19.969727
-74,24,20.024739
-138,88,20.226938
-90,40,20.313471
29,21,20.361627
-70,20,20.404638
-77,27,20.456659
-100,100,20.637015
-100,50,20.726036
-70,20,20.762043
-63,13,20.786049
-66,16,20.816057
-63,13,20.839061
-53,3,20.845063
-82,32,20.902075
-52,2,20.906077
-89,39,20.979233
-64,14,21.00524
-128,78,21.146271
-49,99,21.329313
-141,91,22.232196
-60,10,22.250201
-64,14,22.278206
-71,21,22.318216
-100,100,22.500256
-73,23,22.542266
-93,43,22.619283
-53,3,22.625284
-73,23,22.66743
-100,100,22.849471
-100,100,23.029514
-145,95,23.197551
-133,83,23.344585
-78,28,23.397596
-128,78,23.536627
-98,48,23.622646
-100,100,23.803694
-69,19,23.838702
-100,50,23.926721
-98,48,24.010741
-76,26,24.057751
-66,16,24.087758
-60,10,24.105762
-72,22,24.14477
-143,93,24.307806
-62,12,24.328811
-56,6,24.338814
-70,20,24.375822
-110,60,24.480846
-82,32,24.539858
-35,85,24.691893
-100,100,24.867101
-58,8,24.882104
-111,61,24.988128
-54,4,24.996131
-100,100,25.172323
-78,28,25.225334
-110,60,25.33636
-100,100,25.518869
-52,2,25.524871
-66,16,25.556878
-72,22,25.597888
-100,100,26.66362
-68,18,26.699628
-141,91,26.88267
-100,50,26.986692
-23,73,27.135725
-52,2,27.139726
-67,17,27.175734
-53,3,27.182736
-100,100,27.37978
-131,81,27.543817
-73,23,27.592371
-61,11,27.613376
-100,100,27.814722
-77,27,27.869735
-100,100,28.065778
-103,53,28.1668
-100,100,28.362845
-83,33,28.425859
-100,100,28.622903
-94,44,28.708923
-135,85,28.881119
-57,7,28.895122
-125,75,29.044155
-118,68,29.177186
-13,63,29.298212
-65,15,29.326219
-74,24,29.370399
-73,23,29.418411
-80,30,29.474424
-100,100,29.669467
-62,12,29.692473
-100,100,29.882515
-81,31,29.941528
-117,67,30.071558
-116,66,30.203587
-23,73,36.764593
-100,100,36.938632
-65,15,36.968638
