#{"t_start": 1655811368.5407362, "env_id": "env.spec.id"}
r,l,t
-55,5,0.016004
-76,26,0.077017
-67,17,0.124169
-57,7,0.141173
-53,3,0.152175
-56,6,0.165178
-83,33,0.244195
13,37,0.319212
-52,2,0.324213
-73,23,0.372224
-92,42,0.459244
-71,21,0.504253
-64,14,0.53326
-57,7,0.548263
-64,14,0.57727
-98,48,0.675292
-57,7,0.690295
-59,9,0.7093
-60,10,0.730304
-79,29,0.790442
-52,2,0.795443
-56,6,0.808446
-52,2,0.813447
-65,15,0.844454
-63,13,0.87146
-74,24,0.923472
-71,21,0.973483
-57,7,0.989486
-60,10,1.015492
-77,27,1.072505
-52,2,1.077506
-103,53,1.186531
-68,18,1.224539
-53,3,1.23054
-58,8,1.247544
-61,11,1.270549
-52,2,1.27555
-55,5,1.286553
-76,26,1.338564
-60,10,1.359569
-91,41,1.445588
-55,5,1.457591
-62,12,1.482596
-55,5,1.494599
-106,56,1.609625
27,23,1.656635
-74,24,1.715648
-62,12,1.742654
-52,2,1.747655
-86,36,1.824799
-81,31,1.888814
-63,13,1.91582
30,20,1.956829
-92,42,2.042848
-75,25,2.09486
-78,28,2.151873
-95,45,2.244893
-100,100,2.45194
-90,40,2.534958
-58,8,2.551962
-54,4,2.561964
-62,12,2.58697
-61,11,2.609975
-77,27,2.665987
-77,27,2.722002
-69,19,2.763011
-53,3,2.770012
-61,11,2.796018
-59,9,2.822024
-65,15,2.861032
-83,33,2.93205
-53,3,2.939052
-91,41,3.023071
-60,10,3.044075
-64,14,3.073082
-60,10,3.094086
-56,6,3.10809
-60,10,3.128094
-70,20,3.174105
-59,9,3.20111
-55,5,3.215114
-90,40,3.302133
-76,26,3.356145
-75,25,3.408156
-57,7,3.42316
-74,24,3.474171
-69,19,3.51318
-117,67,3.667215
-60,10,3.68822
-67,17,3.724345
-52,2,3.729346
-66,16,3.762353
-77,27,3.818366
39,11,3.842372
-70,20,3.884381
-53,3,3.891382
-60,10,3.915388
-82,32,3.992405
-54,4,4.002407
-80,30,4.065421
-83,33,4.132436
-59,9,4.15044
-53,3,4.157442
-69,19,4.196567
-73,23,4.244578
-61,11,4.272584
-72,22,4.327596
-71,21,4.374607
-62,12,4.399612
-65,15,5.239925
-61,11,5.264931
-70,20,5.30694
-64,14,5.335947
-55,5,5.34795
-92,42,5.433968
-54,4,5.442971
-76,26,5.505656
-53,3,5.513658
-100,50,5.626855
-94,44,5.718875
36,14,5.748882
-56,6,5.761885
-61,11,5.789892
-102,52,5.908918
-66,16,5.941926
-76,26,5.995937
-59,9,6.014941
-54,4,6.023943
-57,7,6.038947
-61,11,6.061952
13,37,6.151972
-132,82,6.322011
-52,2,6.328011
-54,4,6.336013
-64,14,6.365019
-80,30,6.442037
-72,22,6.491048
-59,9,6.510052
-68,18,6.54806
-59,9,6.567065
-54,4,6.576067
-54,4,6.585069
-75,25,6.640081
-85,35,6.7261
-73,23,6.774111
-57,7,6.789114
-72,22,6.835124
-70,20,6.876134
-76,26,6.942269
-85,35,7.019286
-118,68,7.159317
-54,4,7.173849
-59,9,7.202853
-74,24,7.260866
-114,64,7.391895
-72,22,7.436905
-86,36,7.521924
-70,20,7.568934
-100,50,7.671957
-55,5,7.68296
-70,20,7.724969
-80,30,7.787983
-70,20,7.831993
-52,2,7.837994
-61,11,7.863
-67,17,7.902008
-76,26,7.957021
-54,4,7.966023
-88,38,8.04404
-96,46,8.140062
-60,10,8.162066
-60,10,8.183071
-74,24,8.233083
7,43,8.323106
-110,60,8.446133
-64,14,8.47614
-63,13,8.503146
-95,45,8.596167
-87,37,8.674184
-64,14,8.704191
-64,14,8.734198
-81,31,8.798212
-54,4,8.806214
-68,18,8.844222
-63,13,8.872228
-63,13,8.899234
36,14,8.928241
-52,2,8.933242
-85,35,9.005258
-103,53,9.114283
-111,61,9.242311
-75,25,9.295323
-57,7,9.310326
-72,22,9.356336
-85,35,9.429353
-127,77,9.590389
-71,21,9.635399
-63,13,10.4317
-72,22,10.47771
-98,48,10.575732
-87,37,10.651749
-77,27,10.707761
-104,54,10.818786
-93,43,10.906806
-88,38,10.984823
-92,42,11.073843
-59,9,11.092847
-90,40,11.18187
-140,90,11.365911
-80,30,11.427924
-67,17,11.462932
-100,100,11.668978
-82,32,11.734993
-64,14,11.764999
-52,2,11.769001
-83,33,11.838016
-94,44,11.930036
-88,38,12.008054
-54,4,12.017056
-70,20,12.059065
-63,13,12.087071
-91,41,12.172091
-55,5,12.183093
-57,7,12.198096
-62,12,12.222102
-98,48,12.321124
-84,34,12.392269
-61,11,12.415274
-105,55,12.528299
-119,69,12.669331
-42,92,12.860373
26,24,12.910385
-86,36,12.98451
-81,31,13.048525
-92,42,13.133544
-64,14,13.16255
-88,38,13.241568
-82,32,13.308583
-143,93,13.500147
-8,58,13.618174
-10,60,13.740718
-60,10,13.761724
13,37,13.83774
-78,28,13.894753
-63,13,13.921759
-86,36,13.995776
3,47,14.093797
-138,88,14.272837
-97,47,14.368859
-83,33,14.438874
21,29,14.499888
-64,14,14.528894
-83,33,14.596909
-100,100,15.574248
32,18,15.611256
-106,56,15.726282
-67,17,15.762289
-67,17,15.797297
-91,41,15.882317
-96,46,15.978338
-82,32,16.044494
-83,33,16.11451
-53,3,16.120511
-85,35,16.193527
-128,78,16.351562
-114,64,16.483593
-131,81,16.652631
-80,30,16.714645
-44,94,16.909834
12,38,16.987851
-55,5,16.997853
-91,41,17.084872
-61,11,17.108878
-96,46,17.205899
-63,13,17.234906
-86,36,17.311923
3,47,17.407944
-63,13,17.435951
-119,69,17.576982
-127,77,17.739018
-74,24,17.789029
-67,17,17.824037
-52,2,17.828038
-71,21,17.87519
-100,50,17.979213
-58,8,17.996217
-91,41,18.080236
-102,52,18.18826
-100,100,18.395306
-59,9,18.41431
-74,24,18.464321
-90,40,18.55034
28,22,18.597351
-127,77,18.759387
-57,7,18.774391
-67,17,18.809398
-90,40,18.892417
-79,29,18.95243
-75,25,19.005442
-83,33,19.073457
-60,10,19.094462
-102,52,19.201622
-65,15,19.232629
-33,83,19.403667
-66,16,19.436675
-147,97,19.645722
-61,11,19.668727
-107,57,20.583221
-1,51,20.692245
-136,86,20.875286
-100,100,21.108338
16,34,21.183645
-137,87,21.372687
-66,16,21.408695
-100,50,21.517719
6,44,21.617741
-137,87,21.818787
-65,15,21.855794
-68,18,21.897942
-53,3,21.906944
-88,38,21.993963
