#{"t_start": 1654627176.2467093, "env_id": "env.spec.id"}
r,l,t
-75,25,0.073015
-67,17,0.115025
-58,8,0.134029
-65,15,0.169452
-100,50,0.289194
-63,13,0.322202
-63,13,0.353209
-67,17,0.391217
-54,4,0.40422
-64,14,0.437228
-54,4,0.446229
-53,3,0.454231
-75,25,0.513248
-52,2,0.517249
-59,9,0.540254
-80,30,0.60927
-54,4,0.620272
-67,17,0.659281
-56,6,0.673284
-62,12,0.70129
-66,16,0.738298
-80,30,0.806314
-77,27,0.867328
-63,13,0.898334
-55,5,0.911338
-60,10,0.932342
-66,16,0.970351
-60,10,0.993358
-62,12,1.023365
-82,32,1.095381
-54,4,1.106383
-83,33,1.1824
-85,35,1.265563
-113,63,1.411597
-59,9,1.434603
-69,19,1.478613
-53,3,1.484614
-53,3,1.491615
-65,15,1.528143
-53,3,1.536145
-92,42,1.634169
-63,13,1.666176
-55,5,1.678179
-61,11,1.703184
-60,10,1.72619
-58,8,1.744194
-71,21,1.792204
-59,9,1.815209
-102,52,1.936237
-73,23,1.991366
-62,12,2.018878
-100,100,2.24893
-58,8,2.267934
-53,3,2.274936
-64,14,2.308944
-91,41,2.402966
-71,21,2.453978
-62,12,2.481984
-73,23,2.536997
-85,35,2.616014
-55,5,2.629018
-57,7,2.645023
-64,14,2.67803
-68,18,2.721042
-100,50,2.842581
-123,73,3.01662
-55,5,3.030623
-61,11,3.058632
-53,3,3.064633
-81,31,3.141661
-61,11,3.167666
-65,15,3.205675
-59,9,3.22668
-54,4,3.236682
-54,4,3.244684
-65,15,3.282692
-54,4,3.292694
-71,21,3.341706
11,39,3.434731
-75,25,3.496746
-120,70,3.662784
-57,7,3.679787
-79,29,3.749803
-56,6,3.764807
-72,22,3.819821
-65,15,3.858832
-58,8,3.878837
-62,12,3.905842
-69,19,3.953853
-54,4,3.961855
-61,11,3.989861
-55,5,4.000864
-100,50,4.120891
-97,47,4.234038
-61,11,4.262045
-54,4,4.271047
-79,29,4.342063
-71,21,4.391074
-92,42,4.491097
-82,32,4.569116
-76,26,4.63314
-53,3,4.642142
-69,19,4.687153
-65,15,4.724161
-52,2,4.728163
-56,6,4.743165
-55,5,4.755168
-60,10,4.779174
-56,6,4.792176
-84,34,4.875196
-74,24,5.926446
-58,8,5.947451
-52,2,5.952452
-57,7,5.969456
-65,15,6.005464
-61,11,6.031472
-69,19,6.075481
-64,14,6.107489
-57,7,6.123492
-62,12,6.154499
-63,13,6.185506
-53,3,6.192508
-63,13,6.223515
-53,3,6.229516
-53,3,6.237518
-98,48,6.349544
-106,56,6.484577
-56,6,6.499581
-66,16,6.537589
-77,27,6.601604
-65,15,6.636612
-77,27,6.700626
-79,29,6.76664
-139,89,6.97381
-121,71,7.136849
-60,10,7.159854
-121,71,7.322011
-66,16,7.358019
-57,7,7.374023
-90,40,7.469046
