#{"t_start": 1657055057.2414527, "env_id": "env.spec.id"}
r,l,t
-54,4,0.009043
-55,5,0.013044
-128,78,0.069056
-87,37,0.097063
-99,49,0.134072
-58,8,0.141073
-134,84,0.199086
-83,33,0.223092
-66,16,0.236094
-61,11,0.247097
-55,5,0.251098
-58,8,0.257098
-57,7,0.2631
-69,19,0.277103
-54,4,0.281104
-54,4,0.285106
-65,15,0.296108
-59,9,0.303109
-53,3,0.30711
-58,8,0.313111
-52,2,0.315112
-76,26,0.334116
-116,66,0.380126
-60,10,0.387129
-55,5,0.391129
-55,5,0.39713
-59,9,0.405132
-63,13,0.414134
-56,6,0.421135
-54,4,0.424136
-64,14,0.434139
-53,3,0.43814
-62,12,0.447141
-57,7,0.453143
-64,14,0.463145
-83,33,0.48715
-62,12,0.496152
-60,10,0.504154
-63,13,0.514158
-60,10,0.522158
-105,55,0.560167
-54,4,0.566169
-55,5,0.571169
-80,30,0.593173
-90,40,0.622183
-58,8,0.629183
-58,8,0.635184
-54,4,0.639184
-63,13,0.649187
-74,24,0.666191
-117,67,0.714201
-67,17,0.727204
-73,23,0.744208
-83,33,0.768213
-62,12,0.777215
-52,2,0.781216
-79,29,0.80122
-53,3,0.804221
-55,5,0.809223
-110,60,0.852233
-55,5,0.856233
-62,12,0.865235
-54,4,0.869236
-56,6,0.874237
-55,5,0.878237
-81,31,0.901243
-61,11,0.909245
-53,3,0.912246
-55,5,0.918247
-52,2,0.920248
-66,16,0.93325
-59,9,0.940252
-64,14,0.952254
-61,11,0.961256
-108,58,1.003266
-69,19,1.01727
-68,18,1.030272
-78,28,1.050276
-87,37,1.077282
-125,75,1.131294
-60,10,1.138296
-121,71,1.190308
-52,2,1.192308
-63,13,1.20231
-53,3,1.205311
-68,18,1.218314
-55,5,1.222315
-70,20,1.237318
-101,51,1.273326
-56,6,1.279328
-112,62,1.322337
-57,7,1.328338
-78,28,1.349343
-74,24,1.367473
-73,23,1.383498
-59,9,1.390499
-61,11,1.399501
-61,11,1.407504
-55,5,1.412504
-56,6,1.417506
-67,17,1.429508
-56,6,1.43451
-64,14,1.446512
-106,56,1.489522
-71,21,1.505525
-56,6,1.510526
-55,5,1.515527
-82,32,1.538533
-54,4,1.541533
-55,5,1.546535
-71,21,1.561538
-63,13,1.57154
-57,7,1.577541
-72,22,1.594545
-69,19,1.608548
-61,11,1.61655
-68,18,1.632554
-86,36,1.65856
-52,2,1.66156
-58,8,1.669562
-58,8,1.675563
-81,31,1.698568
-53,3,1.701569
-58,8,1.709571
-57,7,1.715572
-76,26,1.733577
-62,12,1.742578
-68,18,1.756581
10,40,1.784587
-52,2,1.786588
-64,14,1.79759
-59,9,1.804592
-58,8,1.811593
-55,5,1.816595
-54,4,1.819595
-64,14,1.829597
-60,10,1.837599
-78,28,1.858604
-73,23,1.875608
-56,6,1.880609
-56,6,1.885609
-69,19,1.899615
-73,23,1.916617
-62,12,1.926619
-58,8,1.933621
-76,26,1.951625
-59,9,1.959627
-77,27,1.978631
-70,20,1.994634
-61,11,2.003637
21,29,2.024641
-52,2,2.026643
-52,2,2.028642
-53,3,2.033644
-58,8,2.039646
-82,32,2.06265
-52,2,2.06565
-79,29,2.086655
-54,4,2.089655
-68,18,2.104659
-69,19,2.118663
-52,2,2.120662
-103,53,2.157671
-92,42,2.188678
-54,4,2.192678
-72,22,2.208683
-55,5,2.212683
-56,6,2.219685
-69,19,2.233688
-68,18,2.247691
-53,3,2.251692
-63,13,2.261695
-86,36,2.2867
-58,8,2.293701
-83,33,2.319707
-64,14,2.33171
-55,5,2.335711
-83,33,2.359716
-53,3,2.362716
-56,6,2.367718
-80,30,2.389723
-72,22,2.407727
-95,45,2.439734
-68,18,2.452737
-58,8,2.459739
-54,4,2.46374
-52,2,2.465741
-59,9,2.472742
-54,4,2.476743
-96,46,2.51175
-75,25,2.529754
-55,5,2.533755
-122,72,2.585767
-58,8,2.592768
-61,11,2.600771
-85,35,2.625776
-59,9,2.632777
-60,10,2.640779
