#{"t_start": 1654692113.1116233, "env_id": "env.spec.id"}
r,l,t
-62,12,0.024005
-70,20,0.060013
-54,4,0.068015
-53,3,0.074015
-68,18,0.105023
-57,7,0.117026
-77,27,0.160036
-52,2,0.163036
-108,58,0.253056
-64,14,0.274062
-57,7,0.286064
-65,15,0.308069
-59,9,0.322072
-119,69,0.425096
-84,34,0.476107
-69,19,0.504113
-54,4,0.511114
34,16,0.53412
-69,19,0.563126
-53,3,0.568127
-61,11,0.584131
-56,6,0.594133
-59,9,0.607137
-77,27,0.648145
-64,14,0.66915
-138,88,0.799179
-78,28,0.84171
-55,5,0.849707
-65,15,0.872713
-95,45,0.940729
-55,5,0.94773
-58,8,0.960732
-85,35,1.012744
-63,13,1.033749
-59,9,1.046752
-74,24,1.08276
-69,19,1.111767
-54,4,1.117768
-88,38,1.174781
-73,23,1.209789
-93,43,1.273803
-70,20,1.304813
-68,18,1.330818
-70,20,1.361825
-85,35,1.413837
-80,30,1.457847
-54,4,1.464849
-74,24,1.500857
-58,8,1.51286
-61,11,1.529864
-90,40,1.590877
-89,39,1.64889
-55,5,1.656891
-81,31,1.703902
-61,11,1.719906
-52,2,1.723907
-59,9,1.73791
-54,4,1.743911
-69,19,1.773036
-55,5,1.781038
28,22,1.815046
-68,18,1.842051
-65,15,1.865057
-70,20,1.895063
-64,14,1.916068
-60,10,1.932073
-71,21,1.964081
-71,21,1.997088
-57,7,2.009091
-73,23,2.044099
-65,15,2.067104
-61,11,2.084108
-52,2,2.088109
-71,21,2.120116
-72,22,2.154124
-78,28,2.197134
-56,6,2.207136
-53,3,2.212137
-64,14,2.234142
-58,8,2.247145
-78,28,2.291155
-52,2,2.294155
-68,18,2.323162
-71,21,2.355169
-79,29,2.399179
-69,19,2.428185
-62,12,2.44719
-60,10,2.462193
-54,4,2.469195
-56,6,2.479197
-56,6,2.489199
-56,6,2.499201
-53,3,2.504203
-80,30,2.550213
-76,26,2.590222
-59,9,2.604225
-75,25,2.642234
-70,20,2.673242
-56,6,2.682243
-53,3,2.688244
-57,7,2.698246
-54,4,2.705249
-100,50,2.779264
-62,12,2.798269
-65,15,2.820274
-55,5,2.828276
-63,13,2.84828
-53,3,2.852281
-53,3,2.858282
-61,11,2.875286
-55,5,2.882288
-63,13,2.903293
-64,14,2.924297
-61,11,2.941301
-66,16,2.965307
-58,8,2.978309
-91,41,3.039323
-79,29,3.082333
-66,16,3.107339
-76,26,3.86163
-97,47,3.932646
-70,20,3.963653
-63,13,3.982657
-131,81,4.103685
-61,11,4.120688
-69,19,4.148695
-122,72,4.255719
-104,54,4.336737
-70,20,4.367744
-57,7,4.378747
-63,13,4.397751
-59,9,4.411754
-66,16,4.435761
-59,9,4.449764
-63,13,4.469769
-56,6,4.479889
