#{"t_start": 1655236347.1271057, "env_id": "env.spec.id"}
r,l,t
-72,22,1.405994
-96,46,1.48002
-78,28,1.524029
-67,17,1.551041
-56,6,1.562044
-53,3,1.567044
-78,28,1.611058
1,49,1.689616
-55,5,1.697619
-65,15,1.722631
-66,16,1.747638
-54,4,1.755639
-64,14,1.777648
-71,21,1.816463
-84,34,1.870481
-75,25,1.909492
-68,18,1.939126
-55,5,1.947129
-59,9,1.96215
-89,39,2.023675
-69,19,2.054266
-85,35,2.110794
-52,2,2.113796
-62,12,2.134518
-73,23,2.170527
-88,38,2.233076
-73,23,2.269655
-67,17,2.296621
-59,9,2.311619
-54,4,2.318134
-68,18,2.346992
-57,7,2.358996
-56,6,2.368552
-87,37,2.426568
-52,2,2.430568
-57,7,2.442575
-59,9,2.457321
-63,13,2.47833
-62,12,2.498339
-113,63,2.598928
-53,3,2.604929
-58,8,2.618446
-69,19,2.649459
-59,9,2.664463
-107,57,2.757009
-56,6,2.767011
-53,3,2.772536
-97,47,2.849817
-53,3,2.855821
-82,32,2.906834
-58,8,2.919838
-57,7,2.931843
-65,15,2.955857
-64,14,2.977864
-67,17,3.005873
-53,3,3.010873
-61,11,3.028404
-68,18,3.057417
-109,59,3.150928
-59,9,3.164934
-52,2,3.168935
-62,12,3.187954
36,14,3.209968
-54,4,3.216969
-57,7,3.228975
-55,5,3.236978
-76,26,3.278496
-135,85,3.412495
-100,50,3.492476
-62,12,3.512476
-76,26,3.555064
-65,15,3.578572
-58,8,3.591578
-59,9,3.606585
-71,21,3.640553
-63,13,3.661562
-93,43,3.72963
-78,28,3.77366
-59,9,3.788247
-55,5,3.796475
-90,40,3.86049
-54,4,3.867541
-64,14,3.890489
-65,15,3.913655
-54,4,3.920661
-68,18,3.949984
-87,37,4.008852
-52,2,4.012853
-78,28,4.05711
-84,34,4.111139
-94,44,4.180066
-68,18,4.210082
-76,26,4.25009
-79,29,4.296631
-54,4,4.303621
-65,15,4.328157
-55,5,4.336159
-85,35,4.390701
-55,5,4.399703
-57,7,4.410706
-62,12,4.429713
-67,17,4.457234
-71,21,4.490759
-52,2,4.49476
-61,11,4.513047
-64,14,4.536063
-65,15,4.559066
-63,13,4.580071
-55,5,4.589074
-78,28,4.633537
-52,2,4.637537
-57,7,4.648542
-60,10,4.663545
-56,6,5.47785
-108,58,5.569878
-53,3,5.574879
-79,29,5.620398
-100,100,5.777508
-62,12,5.797515
-70,20,5.828526
-57,7,5.840528
-75,25,5.879539
-101,51,5.961223
-87,37,6.01929
-61,11,6.037298
-61,11,6.055323
-89,39,6.117422
-86,36,6.174484
-99,49,6.252036
-70,20,6.284552
-67,17,6.311567
-57,7,6.322953
-71,21,6.35597
-62,12,6.375391
-80,30,6.421943
-77,27,6.464966
-52,2,6.468966
-115,65,6.572012
-115,65,6.673912
-52,2,6.67687
-55,5,6.685873
-84,34,6.739114
-102,52,6.821345
