#{"t_start": 1655764898.1591861, "env_id": "env.spec.id"}
r,l,t
-59,9,0.031007
-91,41,0.139031
-78,28,0.212047
-52,2,0.217048
-57,7,0.236053
-54,4,0.247055
-55,5,0.260058
-52,2,0.266059
-69,19,0.31407
-52,2,0.319071
-62,12,0.349078
-56,6,0.364082
-61,11,0.391087
-58,8,0.411092
-56,6,0.428096
19,31,0.502113
-68,18,0.546123
-70,20,0.599134
-58,8,0.618138
-73,23,0.67215
-86,36,0.759649
-58,8,0.779653
-105,55,0.925686
-68,18,0.970697
-66,16,1.011706
-58,8,1.03171
-67,17,1.07372
-65,15,1.112728
-83,33,1.192746
-106,56,1.334778
-82,32,1.411795
-100,100,1.651849
-55,5,1.664852
-62,12,1.69886
-57,7,1.718864
-67,17,1.763874
-52,2,1.768876
-60,10,1.796882
-53,3,1.804883
-70,20,1.857895
-66,16,1.899904
-57,7,1.919909
-71,21,1.975922
-74,24,2.037935
-59,9,2.060941
-64,14,2.096949
-55,5,2.11016
-55,5,2.124165
-70,20,2.177177
-61,11,2.207183
-74,24,2.266196
-88,38,2.362217
-52,2,2.369219
-65,15,2.407228
-133,83,2.615273
-66,16,2.655283
-57,7,2.673286
-58,8,2.692291
-53,3,2.701293
-105,55,2.840324
-62,12,2.86933
-52,2,2.876332
-55,5,2.889335
-62,12,2.917341
-90,40,3.017364
-59,9,3.042369
-55,5,3.056372
-91,41,3.159396
-66,16,3.201405
-57,7,3.218409
-59,9,3.240414
-55,5,3.254417
-61,11,3.281423
-55,5,3.295426
-70,20,3.347438
-117,67,3.516652
-55,5,3.528655
-64,14,3.566663
-90,40,3.664686
-97,47,3.784712
-58,8,3.805717
-55,5,3.81872
-62,12,3.847726
-66,16,3.889735
-58,8,3.910912
-56,6,3.926917
-73,23,3.986929
-65,15,4.027939
-62,12,4.058947
-88,38,4.161969
-80,30,4.234305
-58,8,4.25431
-59,9,4.275313
-65,15,4.311323
-63,13,4.343329
-67,17,4.386339
-99,49,4.502364
-56,6,4.518368
-70,20,4.57038
-61,11,4.599387
-71,21,4.650398
-74,24,4.712412
-95,45,4.827437
-52,2,4.834439
-65,15,4.870447
-55,5,4.882449
-62,12,4.911456
-52,2,4.918458
-57,7,4.935462
-61,11,4.966469
-90,40,5.06249
-60,10,5.086495
-68,18,5.131505
-70,20,5.179517
-80,30,6.17874
-87,37,6.269761
-63,13,6.304768
-76,26,6.368782
-82,32,6.4508
-100,50,6.569827
-55,5,6.58183
-121,71,6.75687
-54,4,6.768872
-61,11,6.793877
-59,9,6.816883
-59,9,6.836888
-103,53,6.964915
-72,22,7.017927
-61,11,7.044934
-60,10,7.07094
-68,18,7.115949
-83,33,7.196967
-71,21,7.244978
-77,27,7.310994
-77,27,7.383009
-55,5,7.398013
-66,16,7.439021
-65,15,7.480031
-64,14,7.515039
-146,96,7.752092
-63,13,7.781098
-55,5,7.796102
-53,3,7.803103
-66,16,7.843112
-63,13,7.87712
-77,27,7.949136
-52,2,7.955138
-63,13,7.989145
-70,20,8.039156
-65,15,8.075164
-139,89,8.294213
-67,17,8.337319
-92,42,8.454346
-52,2,8.459347
-106,56,8.608381
-68,18,8.658392
-57,7,8.678396
-75,25,8.748412
-116,66,8.923451
-83,33,9.010642
-55,5,9.022645
-69,19,9.070655
-62,12,9.102663
-65,15,9.149673
-53,3,9.158676
-59,9,9.18468
-125,75,9.368722
2,48,9.483747
-63,13,9.513754
-60,10,9.53876
-103,53,9.667789
-71,21,9.720801
-74,24,9.777813
-58,8,9.798818
-59,9,9.821823
-62,12,9.849829
11,39,9.94385
-64,14,9.979859
-104,54,10.11589
-107,57,10.250919
-77,27,10.318071
-56,6,10.334075
-54,4,10.344078
-88,38,10.439098
-61,11,10.466105
-78,28,10.535119
-56,6,10.550123
-99,49,10.677151
-63,13,10.71316
-59,9,10.735164
-57,7,10.754169
-115,65,10.924207
-72,22,10.98122
-98,48,11.101436
-132,82,12.203682
-65,15,12.24069
-91,41,12.337712
-56,6,12.353715
-60,10,12.378721
-100,100,12.616961
-102,52,12.74299
-139,89,12.953038
-69,19,12.998047
-87,37,13.093069
1,49,13.215096
-80,30,13.293113
-138,88,13.509308
-86,36,13.600329
-19,69,13.772366
-75,25,13.835381
-52,2,13.841382
-107,57,13.976412
-55,5,13.988415
-92,42,14.087437
-62,12,14.114459
15,35,14.198462
-81,31,14.272479
-73,23,14.328491
-64,14,14.366499
-135,85,14.577547
-69,19,14.623557
-65,15,14.660565
-108,58,14.804598
-104,54,14.943629
-93,43,15.055654
-69,19,15.101664
-100,50,15.227692
-62,12,15.255698
-99,49,15.374725
-53,3,15.383728
-81,31,15.460744
-65,15,15.498753
-84,34,15.592773
-73,23,15.654788
-73,23,15.7138
-95,45,15.826517
-20,70,16.002555
-67,17,16.047565
-104,54,16.182596
-61,11,16.212603
-66,16,16.254612
-108,58,16.399645
7,43,16.505669
-23,73,16.683708
-116,66,16.847744
-108,58,16.988776
-77,27,17.055791
-52,2,17.061793
-70,20,17.113804
-71,21,17.168816
-60,10,17.194835
-65,15,17.23083
-139,89,18.413296
-55,5,18.426299
-143,93,18.655534
-105,55,18.799567
-135,85,19.019616
-113,63,19.176651
-100,100,19.427707
-68,18,19.471717
-100,100,19.735777
-83,33,19.819795
-131,81,20.014839
-95,45,20.122863
-99,49,20.24389
-105,55,20.377919
-108,58,20.516951
-71,21,20.572964
-54,4,20.582965
-99,49,20.706993
-100,100,20.940046
-149,99,21.169187
-86,36,21.25241
-100,100,21.493939
-64,14,21.529948
-53,3,21.53795
-141,91,21.755998
-80,30,21.830015
-100,50,21.956043
0,50,22.085072
-88,38,22.181093
-100,100,22.424148
-100,100,22.666202
-82,32,22.74722
-60,10,22.772226
-100,100,23.010279
-57,7,23.028283
-19,69,23.206322
-81,31,23.280339
-100,100,24.423595
-80,30,24.496612
-81,31,24.572628
-67,17,24.614645
-100,100,24.860693
-100,100,25.128753
-94,44,25.243779
-57,7,25.263784
-96,46,25.38281
-107,57,25.528842
-100,100,25.768896
-108,58,25.905927
-120,70,26.073965
-100,100,26.310017
-7,57,26.446048
-11,61,26.585078
-61,11,26.611084
0,50,26.729298
-143,93,26.956348
-100,100,27.1884
-75,25,27.246413
-143,93,27.466462
-74,24,27.522475
-77,27,27.586489
-78,28,27.654505
-72,22,27.707517
-100,100,27.938568
-70,20,27.986579
13,37,28.074742
-83,33,28.15476
-67,17,28.194769
-86,36,28.278787
-100,100,28.508957
-25,75,28.684996
-110,60,28.825027
-78,28,28.892043
-100,100,30.003477
24,26,30.06749
-5,55,30.212523
-100,100,30.444575
-105,55,30.573604
22,28,30.641619
-100,100,30.879882
-127,77,31.067924
-28,78,31.254966
-100,100,31.481016
-63,13,31.510023
-100,100,31.740074
-4,54,31.864102
-48,98,32.092153
25,25,32.149166
5,45,32.259191
-112,62,32.400222
-65,15,32.43523
-69,19,32.478239
-119,69,32.636276
-100,100,32.864326
-58,8,32.88233
-98,48,32.998658
-100,100,33.234711
-69,19,33.280721
-100,100,33.513175
-68,18,33.556185
-96,46,33.66621
-29,79,33.84825
-18,68,34.007286
-88,38,34.097306
9,41,34.194328
-120,70,34.360365
-62,12,34.389371
-100,100,34.621423
-145,95,35.721808
-67,17,35.761817
-144,94,35.981866
30,20,36.075887
-58,8,36.117897
21,29,36.263149
26,24,36.387176
20,30,36.519207
-10,60,36.786267
-69,19,36.874287
-62,12,36.932299
-117,67,37.232366
-46,96,37.667599
10,40,37.845916
3,47,38.061112
34,16,38.136129
-84,34,38.288163
-86,36,38.452277
-2,52,38.695331
-63,13,38.757346
-31,81,39.107545
1,49,39.313776
16,34,39.458808
2,48,39.657091
4,46,39.851008
-69,19,39.933027
-104,54,40.156259
-49,99,40.557522
19,31,40.636539
-139,89,40.86559
-109,59,41.029823
-106,56,41.181859
-100,100,41.45592
32,18,41.504804
-48,98,41.757788
-36,86,41.988081
-99,49,42.127112
-129,79,42.347143
-100,100,42.613099
1,49,42.744251
-107,57,42.895284
14,36,43.993006
-61,11,44.023013
-52,2,44.029014
-32,82,44.252924
18,32,44.337943
-90,40,44.447135
27,23,44.510149
28,22,44.569163
-63,13,44.60317
-130,80,44.824219
31,19,44.878232
-106,56,45.039267
-114,64,45.215307
21,29,45.298325
-52,2,45.305327
32,18,45.358339
5,45,45.487369
30,20,45.547382
-83,33,45.643403
18,32,45.734423
-69,19,45.790436
16,34,45.887458
-116,66,46.074499
-95,45,46.203528
19,31,46.291547
-39,89,46.556284
30,20,46.619298
-112,62,46.801339
-114,64,46.989381
34,16,47.038392
-35,85,47.298655
28,22,47.364671
35,15,47.40868
-28,78,47.638731
-65,15,47.684743
-58,8,47.709747
-120,70,47.930798
16,34,48.033821
-94,44,48.176852
16,34,48.287877
-5,55,48.459094
-131,81,48.705149
-106,56,48.890191
-68,18,48.942202
5,45,49.085235
-138,88,49.356295
-35,85,49.614352
8,42,49.736378
-6,56,49.903417
20,30,51.112687
7,43,51.241934
33,17,51.295947
-74,24,51.369962
-112,62,51.552003
10,40,51.661027
26,24,51.729043
35,15,51.767051
-13,63,51.938089
-52,2,51.945091
-70,20,52.003104
-109,59,52.16714
-6,56,52.322175
-80,30,52.407195
28,22,52.469208
-68,18,52.52022
-115,65,52.706443
-62,12,52.741451
30,20,52.797464
26,24,52.866479
18,32,52.9585
23,27,53.032516
-52,2,53.038517
-28,78,53.247564
-97,47,53.376593
30,20,53.429605
5,45,53.559634
20,30,53.645653
20,30,53.729672
16,34,53.823693
-36,86,54.066238
2,48,54.20727
-3,53,54.358304
39,11,54.388311
23,27,54.465328
-62,12,54.499336
18,32,54.587355
-6,56,54.74339
34,16,54.788401
18,32,54.88042
-101,51,55.016451
33,17,55.065462
-52,2,55.071463
26,24,55.141479
-3,53,55.293733
-89,39,55.403758
35,15,55.446768
-85,35,55.546791
-12,62,55.724829
-52,2,55.731831
-60,10,55.759838
-84,34,55.85586
23,27,55.932806
-1,51,56.072837
-6,56,56.218869
20,30,56.293886
-81,31,56.370903
-60,10,56.398909
-55,5,56.411912
32,18,56.459924
27,23,56.514936
-30,80,56.704981
16,34,57.725132
14,36,57.81115
21,29,57.881166
12,38,57.974186
18,32,58.050373
-91,41,58.150395
27,23,58.202407
38,12,58.233414
38,12,58.263421
26,24,58.324435
-12,62,58.484471
-45,95,58.730525
35,15,58.768533
-10,60,58.924569
24,26,58.991584
39,11,59.02259
-57,7,59.042595
-55,5,59.056598
18,32,59.140741
30,20,59.193092
-81,31,59.273658
26,24,59.335665
15,35,59.423676
33,17,59.465687
-44,94,59.684735
33,17,59.723744
25,25,59.781757
-2,52,59.907785
16,34,59.994804
-66,16,60.036815
28,22,60.093826
21,29,60.168844
19,31,60.248863
22,28,60.317878
-12,62,60.469912
-62,12,60.502919
35,15,60.539926
9,41,60.635948
30,20,60.683959
-61,11,60.711965
10,40,60.806809
21,29,60.876824
4,46,60.983849
-56,6,60.998851
-80,30,61.068868
29,21,61.116878
38,12,61.146885
-62,12,61.178892
6,44,61.289917
-28,78,61.475958
-54,4,61.485961
19,31,61.558143
-63,13,61.59015
-61,11,61.616156
-64,14,61.649163
25,25,61.708176
-2,52,61.829203
25,25,61.887216
28,22,61.941229
-52,2,61.94623
-65,15,61.983238
7,43,62.087261
17,33,62.169857
-62,12,62.198582
10,40,62.295603
35,15,62.328611
29,21,62.378504
-67,17,62.420513
36,14,62.452521
28,22,62.501531
32,18,62.545542
-4,54,62.67357
-66,16,62.712579
4,46,63.741874
32,18,63.783883
-71,21,63.831893
-29,79,64.015184
23,27,64.077197
-16,66,64.229162
-132,82,64.425233
23,27,64.488247
11,39,64.581267
18,32,64.658285
29,21,64.706295
22,28,64.771253
23,27,64.835268
24,26,64.896281
-60,10,64.922287
29,21,64.972661
-8,58,65.106692
-17,67,65.263727
36,14,65.297734
-89,39,65.390755
-53,3,65.397757
16,34,65.475775
28,22,65.526786
35,15,65.563795
30,20,65.612806
36,14,65.647814
14,36,65.73802
36,14,65.776028
33,17,65.817037
32,18,65.861048
-100,100,66.113104
25,25,66.177119
21,29,66.250134
35,15,66.287143
16,34,66.36716
-67,17,66.40817
18,32,66.482186
24,26,66.542201
28,22,66.595211
-76,26,66.659226
12,38,66.749246
29,21,66.800258
-50,100,67.03431
2,48,67.145334
12,38,67.247357
-55,5,67.262361
-68,18,67.311372
-58,8,67.333377
26,24,67.400392
27,23,67.460405
-13,63,67.624617
40,10,67.650623
32,18,67.694633
7,43,67.801658
