#{"t_start": 1657055959.468326, "env_id": "env.spec.id"}
r,l,t
-75,25,0.025006
-53,3,0.028007
-72,22,0.045011
-58,8,0.051012
-52,2,0.054013
-66,16,0.066015
-52,2,0.071016
-62,12,0.08202
-82,32,0.106025
-66,16,0.119028
-57,7,0.127029
-76,26,0.147033
-67,17,0.162038
-83,33,0.188043
-83,33,0.213048
-65,15,0.226051
-57,7,0.231052
-96,46,0.26606
-98,48,0.304068
-75,25,0.325074
-71,21,0.341076
-53,3,0.344078
-52,2,0.346078
-54,4,0.350079
-118,68,0.402091
-53,3,0.405092
-57,7,0.411093
-65,15,0.423095
-54,4,0.427095
-58,8,0.434099
-56,6,0.439099
-52,2,0.442099
-52,2,0.4441
-59,9,0.451101
-67,17,0.464104
-52,2,0.466105
-53,3,0.470106
-75,25,0.48911
-61,11,0.497111
-109,59,0.540122
-54,4,0.544122
-66,16,0.557125
-55,5,0.561126
-52,2,0.566127
-75,25,0.585131
-55,5,0.591133
-61,11,0.599134
-58,8,0.607136
-78,28,0.629142
-82,32,0.652148
-88,38,0.679152
-63,13,0.691155
-59,9,0.701158
-77,27,0.720162
-60,10,0.728163
-57,7,0.734164
-67,17,0.747168
-54,4,0.751168
-57,7,0.759308
-80,30,0.781313
-53,3,0.784313
-65,15,0.798317
-66,16,0.810319
-69,19,0.825322
-52,2,0.827323
-56,6,0.833325
-61,11,0.843326
-81,31,0.866331
-52,2,0.869331
-62,12,0.878335
-80,30,0.900339
-62,12,0.909341
-96,46,0.943348
-71,21,0.959352
-60,10,0.967353
-70,20,0.982357
-54,4,0.986358
-97,47,1.024366
-52,2,1.028368
-56,6,1.034369
-69,19,1.049372
-58,8,1.056373
-72,22,1.072377
-57,7,1.078379
-80,30,1.100383
-53,3,1.103384
-101,51,1.142393
-55,5,1.146393
-56,6,1.151395
-62,12,1.160397
-58,8,1.166398
-70,20,1.181401
-84,34,1.206407
-68,18,1.22041
-90,40,1.248417
-65,15,1.259418
-61,11,1.268421
-60,10,1.275423
-60,10,1.283424
-68,18,1.298428
-61,11,1.30743
-74,24,1.323434
-52,2,1.326434
-54,4,1.330435
-73,23,1.348439
-64,14,1.360442
-64,14,1.372445
-52,2,1.375445
-58,8,1.382446
-56,6,1.387449
-82,32,1.410452
-56,6,1.415453
-68,18,1.429457
-60,10,1.438459
-55,5,1.443463
-53,3,1.44546
-74,24,1.462465
-60,10,1.471467
-65,15,1.48247
-66,16,1.495472
-53,3,1.498473
-59,9,1.505474
-69,19,1.520477
-58,8,1.527479
-56,6,1.532481
-55,5,1.537482
-59,9,1.544483
-74,24,1.562487
-68,18,1.575645
-67,17,1.58865
-55,5,1.593651
-52,2,1.59565
-67,17,1.609653
-80,30,1.631658
-76,26,1.650663
-84,34,1.675668
-55,5,1.680669
-67,17,1.692672
-73,23,1.710676
-68,18,1.724679
-88,38,1.753686
-54,4,1.757686
-60,10,1.76769
24,26,1.787693
-52,2,1.789694
-56,6,1.794694
