#{"t_start": 1655803167.5824144, "env_id": "env.spec.id"}
r,l,t
-56,6,0.023005
-75,25,0.09002
-64,14,0.130029
-67,17,0.176041
-62,12,0.21105
-64,14,0.248058
-58,8,0.271063
-85,35,0.357082
-78,28,0.430098
-53,3,0.4381
-67,17,0.48111
-66,16,0.52412
-57,7,0.543124
-72,22,0.599136
-76,26,0.667151
-89,39,0.765173
-91,41,0.871197
-58,8,0.893717
-102,52,1.026249
-102,52,1.158289
-54,4,1.170291
-74,24,1.230305
-55,5,1.244454
-78,28,1.31747
-105,55,1.463503
-116,66,1.63154
-64,14,1.668548
-52,2,1.67555
-52,2,1.680551
-56,6,1.696555
-64,14,1.732563
-90,40,1.835586
-52,2,1.840587
-71,21,1.895599
-70,20,1.947611
-62,12,1.980124
-55,5,1.995128
-77,27,2.062666
-66,16,2.104676
-52,2,2.109677
-85,35,2.198697
-54,4,2.2087
-66,16,2.250713
-53,3,2.257715
-66,16,2.298724
-61,11,2.328731
-72,22,2.383747
-63,13,2.417754
-59,9,2.44276
-53,3,2.449761
-68,18,2.495772
-52,2,2.503774
-66,16,2.542782
-53,3,2.552784
-67,17,2.592793
-54,4,2.604796
-61,11,2.633803
-83,33,2.718821
-83,33,2.804375
-88,38,2.900406
-89,39,3.000428
-66,16,3.044439
-70,20,3.095449
-78,28,3.167469
-57,7,3.185474
-52,2,3.191475
-63,13,3.224482
-78,28,3.294498
-84,34,3.380517
-58,8,3.400521
-79,29,3.476542
-81,31,3.553569
-55,5,3.565575
-114,64,3.730612
-54,4,3.740614
-61,11,3.76862
-71,21,3.824633
-54,4,3.833635
27,23,3.893162
-77,27,3.961317
36,14,3.999325
-78,28,4.072342
-54,4,4.082344
-57,7,4.099348
-82,32,4.178366
-65,15,4.216374
-71,21,4.273411
-55,5,4.283409
-80,30,4.359426
-52,2,4.365428
-52,2,4.370429
-56,6,4.385433
-84,34,4.471451
-72,22,4.528464
-65,15,4.565477
-60,10,4.594483
-65,15,4.630494
-58,8,4.651499
-95,45,4.764524
-96,46,4.87955
-53,3,4.886551
-62,12,4.916558
-55,5,4.930561
-82,32,5.011583
-59,9,5.035592
-68,18,5.080601
-54,4,5.093604
