#{"t_start": 1655763682.356435, "env_id": "env.spec.id"}
r,l,t
-63,13,0.036069
-54,4,0.045071
-78,28,0.109085
-61,11,0.132091
31,19,0.174308
-66,16,0.211131
-52,2,0.21612
-66,16,0.248127
-88,38,0.323774
-61,11,0.345779
-64,14,0.374394
-61,11,0.399317
-62,12,0.430019
-64,14,0.467456
-81,31,0.546399
-72,22,0.603083
28,22,0.661574
-61,11,0.692225
-79,29,0.767665
-54,4,0.778417
-68,18,0.825203
-52,2,0.830752
-74,24,0.898491
-55,5,0.912698
-68,18,0.961793
-78,28,1.036102
-52,2,1.041102
-70,20,1.09497
-65,15,1.137362
-71,21,1.19564
-57,7,1.213898
-67,17,1.260694
-54,4,1.273691
-71,21,1.326626
-66,16,1.368207
-58,8,1.390212
-68,18,1.436804
-115,65,1.610647
-100,50,1.742352
-78,28,1.81582
-74,24,1.878087
-54,4,1.891089
-52,2,1.896091
-90,40,2.007006
-55,5,2.021031
-69,19,2.073257
-56,6,2.089261
-53,3,2.097908
-113,63,2.273194
-75,25,2.3392
-52,2,2.344937
-74,24,2.41193
-67,17,2.461824
-54,4,2.473614
-52,2,2.478617
-54,4,2.49062
-52,2,2.496621
-69,19,2.546117
-79,29,2.628703
-69,19,2.677732
-64,14,2.713412
-53,3,2.723414
-61,11,2.752024
32,18,2.800268
-56,6,2.817631
-113,63,2.984588
-90,40,3.090024
-104,54,3.236933
-70,20,3.295422
-75,25,3.365064
-68,18,3.412603
-65,15,3.453938
-66,16,3.497644
-63,13,3.535057
-68,18,3.585942
-62,12,3.620659
-57,7,3.641666
-59,9,3.668672
-52,2,3.673433
-63,13,3.709072
-73,23,3.77087
-61,11,3.803289
-59,9,3.829441
-80,30,3.914579
-53,3,3.923018
-71,21,3.981174
-82,32,4.073752
-54,4,4.08648
-53,3,4.0947
-68,18,4.146898
-52,2,4.1549
-70,20,4.208589
-52,2,4.213639
-72,22,4.276894
-62,12,4.311507
-60,10,4.340717
-57,7,4.360813
-78,28,4.442495
-53,3,4.450497
-56,6,4.468333
-72,22,4.531069
-57,7,4.551429
-58,8,4.573386
-64,14,4.613424
-61,11,4.644957
20,30,4.726825
-55,5,4.742268
-59,9,4.76928
-70,20,4.838528
-70,20,4.907385
-56,6,4.927179
-71,21,4.998803
-54,4,5.012757
-118,68,5.240265
-96,46,5.367369
-56,6,5.385375
-57,7,5.406673
-58,8,5.429318
-56,6,5.446201
-69,19,5.497936
-57,7,5.517945
-72,22,5.576291
-63,13,6.704613
-109,59,6.853377
-83,33,6.943121
-52,2,6.948123
26,24,7.014492
-80,30,7.109319
-80,30,7.205943
-64,14,7.251897
-60,10,7.28105
-111,61,7.464135
-80,30,7.540162
-105,55,7.683773
-55,5,7.698003
-28,78,7.897022
-80,30,7.97676
-83,33,8.062548
-64,14,8.097989
-95,45,8.21892
-68,18,8.267381
-59,9,8.2913
-74,24,8.352799
-71,21,8.407858
-91,41,8.511126
-90,40,8.61739
-81,31,8.712334
-70,20,8.774053
-52,2,8.780529
-73,23,8.853247
-97,47,9.004619
-60,10,9.036884
-56,6,9.052601
-68,18,9.09754
-74,24,9.162535
-54,4,9.173204
-52,2,9.179205
-84,34,9.267837
6,44,9.381922
-71,21,9.436993
-57,7,9.456053
-74,24,9.520657
-84,34,9.608342
-52,2,9.613581
-69,19,9.661881
-97,47,9.783781
-90,40,9.893519
-98,48,10.046123
-76,26,10.12937
-71,21,10.195121
-61,11,10.228614
-4,54,10.385905
-58,8,10.40795
-20,70,10.58799
-56,6,10.60374
-71,21,10.658988
-81,31,10.737579
-76,26,10.803265
-54,4,10.817351
31,19,10.866883
-82,32,10.950758
-55,5,10.962761
-72,22,11.022744
-131,81,11.226623
-59,9,11.247627
-55,5,11.25863
-100,100,11.478679
-62,12,11.506685
-69,19,11.548694
11,39,11.635714
-66,16,11.674723
-80,30,11.742738
-90,40,11.831758
-120,70,11.988793
-100,100,13.15259
-90,40,13.228606
-86,36,13.300138
-80,30,13.36067
-80,30,13.422683
-59,9,13.441994
-88,38,13.51764
-100,50,13.614495
-136,86,13.776387
-56,6,13.789391
30,20,13.826541
-71,21,13.867468
-93,43,13.956744
-74,24,14.001755
-58,8,14.01651
-76,26,14.063521
-55,5,14.074523
-117,67,14.197004
-79,29,14.252017
-62,12,14.274181
-129,79,14.419659
-56,6,14.430658
-91,41,14.507607
-71,21,14.546615
-71,21,14.585895
-58,8,14.599899
-76,26,14.645909
-72,22,14.686918
-60,10,14.705922
-65,15,14.732929
-86,36,14.801082
-136,86,14.961055
-77,27,15.010066
-124,74,15.160642
-83,33,15.224162
-57,7,15.240157
-118,68,15.372344
-96,46,15.462684
-100,50,15.55926
16,34,15.621925
-81,31,15.679763
-90,40,15.757264
-52,2,15.761265
-57,7,15.776267
-64,14,15.802273
-111,61,15.921299
-53,3,15.929301
13,37,16.001736
-61,11,16.022741
-69,19,16.057628
-70,20,16.094133
21,29,16.148144
-62,12,16.170149
-90,40,16.246166
26,24,16.293177
-85,35,16.361193
-66,16,16.390784
-60,10,16.410789
-64,14,16.438795
-52,2,16.442795
