#{"t_start": 1654639669.0967884, "env_id": "env.spec.id"}
r,l,t
-76,26,0.020005
-56,6,0.022006
-52,2,0.024006
-52,2,0.025008
-79,29,0.036009
-66,16,0.04301
-66,16,0.049012
-54,4,0.051012
-89,39,0.067019
-69,19,0.075021
-66,16,0.081023
-63,13,0.087025
-59,9,0.091025
-68,18,0.098027
-80,30,0.110029
-58,8,0.11403
-54,4,0.116031
-73,23,0.125034
-76,26,0.136035
-80,30,0.148038
-98,48,0.166043
-72,22,0.175044
-57,7,0.178045
-130,80,0.209051
-60,10,0.213053
-81,31,0.226055
-84,34,0.239059
-74,24,0.24906
-83,33,0.262063
-72,22,0.270066
-57,7,0.274067
-76,26,0.284068
-52,2,0.285084
-53,3,0.287073
-58,8,0.290073
-61,11,0.295173
-63,13,0.301079
-62,12,0.306081
-69,19,0.314082
-71,21,0.322088
-52,2,0.324088
-60,10,0.329105
-74,24,0.341108
-83,33,0.354112
-59,9,0.359303
-70,20,0.370309
-53,3,0.372309
-52,2,0.37431
-62,12,0.380312
-53,3,0.381312
-59,9,0.385313
15,35,0.399316
-63,13,0.404317
-108,58,0.427322
-60,10,0.431322
-56,6,0.434324
-53,3,0.436324
-95,45,0.453328
-65,15,0.459329
-57,7,0.46233
-58,8,0.466332
-62,12,0.471332
-78,28,0.482334
-62,12,0.487336
-73,23,0.496337
-56,6,0.499339
-72,22,0.50834
-55,5,0.510341
-64,14,0.516341
-66,16,0.523343
-59,9,0.527345
-62,12,0.531346
-61,11,0.536346
-58,8,0.540347
-65,15,0.54635
-64,14,0.55235
-84,34,0.566354
-69,19,0.574356
-60,10,0.578356
-63,13,0.583357
-75,25,0.593359
-71,21,0.602361
-59,9,0.606362
-112,62,0.630367
-58,8,0.633368
-64,14,0.639369
-76,26,0.649371
-56,6,0.652372
22,28,0.663375
-72,22,0.672377
-67,17,0.679379
-79,29,0.69038
-62,12,0.695381
-64,14,0.701382
-65,15,0.707384
-62,12,0.712385
-68,18,0.720387
-60,10,0.724388
-66,16,0.730389
-100,100,0.771398
-52,2,0.772399
-74,24,0.782401
-87,37,0.797405
-53,3,0.798406
-94,44,0.816411
-59,9,0.82041
-52,2,0.821411
-82,32,0.834414
-58,8,0.837414
-86,36,0.852417
-52,2,0.853417
-65,15,0.859419
-61,11,0.86442
-55,5,0.86742
-73,23,0.876422
-63,13,0.881424
-63,13,0.887425
-70,20,0.895427
-88,38,0.91043
-71,21,0.918432
-52,2,0.919432
-58,8,0.923433
-61,11,0.927434
-93,43,0.944438
-65,15,0.95044
-60,10,0.95544
-65,15,0.962441
-79,29,0.974445
-54,4,0.976445
-69,19,0.985447
-89,39,1.00059
-52,2,1.00159
-54,4,1.00359
-92,42,1.020594
-53,3,1.021594
-59,9,1.025595
-52,2,1.026596
-60,10,1.031596
-82,32,1.0436
-58,8,1.047601
-81,31,1.059603
-61,11,1.064605
-56,6,1.066605
-62,12,1.071606
-57,7,1.075606
-64,14,1.080608
-58,8,1.084609
-60,10,1.08861
-58,8,1.092611
-74,24,1.101612
-96,46,1.119616
-69,19,1.127618
-89,39,1.142622
-77,27,1.153624
-62,12,1.158626
-65,15,1.164628
-53,3,1.166627
-52,2,1.167627
-76,26,1.177629
-77,27,1.188631
-59,9,1.192632
-78,28,1.203635
-114,64,1.228641
-61,11,1.233642
-53,3,1.235642
-120,70,1.262648
-58,8,1.265649
-71,21,1.274651
-63,13,1.279652
-57,7,1.282652
-61,11,1.287654
-64,14,1.293655
-101,51,1.31266
-57,7,1.31666
-52,2,1.317661
-59,9,1.320661
-60,10,1.325662
-53,3,1.326663
-62,12,1.331664
-56,6,1.334665
-54,4,1.336665
-52,2,1.337665
-62,12,1.342667
-75,25,1.352669
-110,60,1.376674
-59,9,1.379674
-55,5,1.382675
-61,11,1.386677
-56,6,1.389677
-110,60,1.413682
-53,3,1.414684
-59,9,1.418684
-64,14,1.424685
-64,14,1.430686
-52,2,1.431686
-80,30,1.443689
-61,11,1.44869
-93,43,1.465694
-81,31,1.477697
26,24,1.486699
-53,3,1.488699
-52,2,1.4897
-95,45,1.507704
-67,17,1.514706
-63,13,1.519706
-52,2,1.520707
-62,12,1.525708
-60,10,1.530709
-79,29,1.541712
-125,75,1.571718
-55,5,1.57472
-58,8,1.577719
-65,15,1.583721
-66,16,1.590722
-70,20,1.599724
-94,44,1.616728
-62,12,1.621729
-74,24,1.630732
-54,4,1.632731
-52,2,1.633732
-55,5,1.636733
-90,40,1.651736
-54,4,1.653737
-80,30,1.665739
-101,51,1.685744
-58,8,1.689745
-53,3,1.691745
-52,2,1.692745
-75,25,1.702748
-64,14,1.70875
-74,24,1.718752
-73,23,1.727753
-66,16,1.734755
-63,13,1.739755
-52,2,1.740756
-74,24,1.750759
-77,27,1.760761
-100,50,1.780765
-76,26,1.791767
-67,17,1.798769
-75,25,1.808771
-55,5,1.811771
-53,3,1.812772
-71,21,1.821775
-74,24,1.830776
-57,7,1.834778
-57,7,1.837778
-79,29,1.84878
-55,5,1.851781
-55,5,1.853781
-55,5,1.855783
-75,25,1.865785
-83,33,1.878788
-132,82,1.910794
-71,21,1.918796
27,23,1.928798
-56,6,1.931799
-57,7,1.9348
-93,43,1.950803
-83,33,1.963807
-53,3,1.965807
-94,44,1.982811
-54,4,1.984812
-90,40,2.000814
-53,3,2.002815
-89,39,2.017818
-56,6,2.020819
-57,7,2.023821
-68,18,2.030821
-80,30,2.042824
-73,23,2.051826
-86,36,2.065829
-65,15,2.072831
-80,30,2.084834
-66,16,2.090835
-60,10,2.094836
-59,9,2.099837
-70,20,2.107839
-62,12,2.112839
-52,2,2.113841
-64,14,2.119841
-54,4,2.121842
-101,51,2.140846
-69,19,2.148848
-64,14,2.15485
-52,2,2.15585
-94,44,2.173853
-57,7,2.176855
-63,13,2.181855
-65,15,2.187857
-65,15,2.194858
-69,19,2.20186
-53,3,2.20386
-81,31,2.215863
-71,21,2.224865
-52,2,2.225865
-80,30,2.237868
-72,22,2.246871
-82,32,2.258873
-80,30,2.270875
-58,8,2.274877
-110,60,2.297881
-77,27,2.308884
-60,10,2.312885
-52,2,2.313885
-52,2,2.314886
-77,27,2.325889
-111,61,2.351089
-74,24,2.36109
-52,2,2.36209
-61,11,2.366092
-68,18,2.374094
-54,4,2.376094
-56,6,2.379095
-54,4,2.380094
-62,12,2.385096
-54,4,2.387095
-65,15,2.394098
-56,6,2.396098
-54,4,2.398098
-74,24,2.408101
-68,18,2.415102
-64,14,2.421103
-57,7,2.424104
-60,10,2.428106
-79,29,2.440108
-60,10,2.444109
-75,25,2.454111
-68,18,2.461113
-72,22,2.471115
-74,24,2.480118
-66,16,2.487119
-79,29,2.498121
-76,26,2.509124
-64,14,2.514125
-69,19,2.522127
-79,29,2.534129
-70,20,2.542131
-65,15,2.548133
-62,12,2.553133
-65,15,2.560136
-67,17,2.567137
-59,9,2.570137
-54,4,2.572138
-59,9,2.576139
-92,42,2.593143
-52,2,2.594142
-67,17,2.601145
-83,33,2.615149
-75,25,2.625151
-68,18,2.632151
-55,5,2.634151
-69,19,2.642154
-101,51,2.662158
-57,7,2.665159
-62,12,2.670161
-53,3,2.672161
-91,41,2.688164
-52,2,2.689809
-74,24,2.699316
-52,2,2.701316
-106,56,2.722321
-70,20,2.731323
-52,2,2.732324
-63,13,2.737325
-59,9,2.741325
-69,19,2.749328
-63,13,2.754329
-73,23,2.763331
-74,24,2.773332
-77,27,2.784337
-85,35,2.797338
-121,71,2.825344
-61,11,2.830346
-54,4,2.832347
-66,16,2.838348
-52,2,2.839349
-84,34,2.853351
36,14,2.858352
-79,29,2.870354
-70,20,2.878357
-5,55,2.899362
-54,4,2.901362
-71,21,2.910364
-93,43,2.926367
-60,10,2.931369
-55,5,2.933369
-72,22,2.942371
-63,13,2.948373
-67,17,2.955375
-56,6,2.958375
-64,14,2.963376
-68,18,2.971377
-73,23,2.98038
-127,77,3.010386
-88,38,3.025389
-67,17,3.032391
-65,15,3.038393
-54,4,3.040393
-83,33,3.053396
-94,44,3.070399
-73,23,3.079402
-68,18,3.086403
-59,9,3.090405
-70,20,3.099406
-53,3,3.100407
-81,31,3.112409
-72,22,3.121411
-64,14,3.127412
-57,7,3.130413
-55,5,3.132414
-68,18,3.140416
-53,3,3.141416
-59,9,3.145417
-72,22,3.154418
-73,23,3.164421
-74,24,3.173423
-52,2,3.175422
-62,12,3.179425
-56,6,3.182425
-59,9,3.186425
-59,9,3.190426
-60,10,3.194428
-52,2,3.195428
-66,16,3.202429
-72,22,3.211432
-72,22,3.220434
-59,9,3.223434
-52,2,3.225435
-77,27,3.236437
-56,6,3.238438
-57,7,3.242439
-68,18,3.24944
-54,4,3.251441
-56,6,3.254441
-76,26,3.264445
-62,12,3.269444
-53,3,3.271445
-54,4,3.273445
-65,15,3.279447
-58,8,3.282447
-56,6,3.285448
-55,5,3.287448
-84,34,3.301451
-68,18,3.309453
-115,65,3.335459
-70,20,3.343461
-69,19,3.351463
-71,21,3.359638
-58,8,3.363639
-55,5,3.365639
-58,8,3.36864
-74,24,3.378642
-56,6,3.381643
-65,15,3.387644
-86,36,3.401647
-88,38,3.416651
-87,37,3.431654
-110,60,3.45466
-100,100,3.492668
-61,11,3.497669
-72,22,3.506671
-52,2,3.507672
-52,2,3.508671
-54,4,3.510672
-85,35,3.524676
-65,15,3.530677
-65,15,3.536677
-69,19,3.54468
-54,4,3.54668
-62,12,3.551681
-117,67,3.577687
-56,6,3.580688
-66,16,3.586689
-62,12,3.591691
-67,17,3.598691
-67,17,3.605694
-82,32,3.618696
-68,18,3.625698
-52,2,3.626698
-69,19,3.6347
-63,13,3.639701
-68,18,3.647704
-62,12,3.652704
-59,9,3.656705
-54,4,3.658705
-90,40,3.673709
-105,55,3.695713
-78,28,3.706716
-56,6,3.709716
-67,17,3.716851
-66,16,3.722852
-63,13,3.728853
-96,46,3.746857
-54,4,3.748858
-57,7,3.751858
-84,34,3.764862
-59,9,3.768862
-56,6,3.771863
-63,13,3.776864
-82,32,3.789868
-70,20,3.797868
-57,7,3.800869
-82,32,3.813873
-84,34,3.826876
-83,33,3.839879
-56,6,3.842879
-52,2,3.843879
-59,9,3.84788
