#{"t_start": 1654794370.9177814, "env_id": "env.spec.id"}
r,l,t
-359.375,28,0.057013
-140.625,8,0.072018
-659.375,53,0.174039
-143.75,7,0.188043
-893.75,57,0.297067
-75.0,2,0.301068
-646.875,47,0.389088
-656.25,49,0.479108
-256.25,15,0.507115
-159.375,10,0.525119
-250.0,18,0.558126
-359.375,31,0.614753
-250.0,16,0.643759
-268.75,20,0.681769
-196.875,20,0.719777
-168.75,8,0.734781
-406.25,38,0.808798
-265.625,15,0.844839
-253.125,19,0.885589
-190.625,14,0.917587
-131.25,8,0.935597
-396.875,24,0.996903
-440.625,27,1.059965
-200.0,8,1.081507
-396.875,28,1.160712
-168.75,8,1.186162
-459.375,30,1.272339
-171.875,11,1.305337
-409.375,29,1.397985
-462.5,27,1.473005
-453.125,42,1.572057
-321.875,18,1.603064
-284.375,20,1.636071
-496.875,42,1.704087
-87.5,3,1.709088
-225.0,20,1.741095
-643.75,48,1.821115
-75.0,2,1.825117
-206.25,10,1.842273
-246.875,21,1.879283
-434.375,31,1.931315
-246.875,17,1.962488
-175.0,7,1.97449
-433.25,54,2.066514
-75.0,2,2.071515
-87.5,3,2.076516
-75.0,2,2.080517
-430.125,46,2.164061
-209.375,14,2.186066
-187.5,9,2.201069
-365.625,23,2.236078
-421.875,27,2.283088
-200.0,12,2.305093
-75.0,2,2.309094
-206.25,15,2.335099
-384.375,25,2.37811
-106.25,6,2.388113
-75.0,2,2.392114
-100.0,3,2.398115
-100.0,4,2.404116
-362.5,23,2.444125
-465.625,31,2.498137
-134.375,13,2.520142
-490.625,30,2.571153
-284.375,23,2.609162
-256.25,18,2.639169
-112.5,4,2.646171
-137.5,6,2.656173
-168.75,14,2.679178
-162.5,9,2.694181
-115.625,7,2.705183
-268.75,15,2.730189
-118.75,6,2.741196
-459.375,33,2.796211
-650.0,53,2.885234
-315.625,23,2.925243
-428.125,32,2.978496
-237.5,15,3.002503
-200.0,13,3.023507
-350.0,25,3.063515
-293.75,16,3.089524
-75.0,2,3.093525
-181.25,10,3.109528
-362.5,33,3.16354
-506.25,32,3.215552
-475.0,30,3.265564
-75.0,2,3.269565
-262.5,14,3.29257
-123.875,18,3.321576
-281.25,19,3.352583
-518.75,32,3.411597
-400.0,26,3.456607
-437.5,43,3.528751
-93.75,4,3.535753
-521.875,29,3.586763
-180.125,20,3.620771
-112.5,5,3.629774
-412.5,22,3.665976
-159.375,10,3.682981
-100.0,3,3.687981
-506.25,44,3.761505
-284.375,19,3.793513
-225.0,10,3.810516
-187.5,9,4.637409
-271.875,22,4.676925
-190.625,13,4.69793
-515.625,33,4.749945
-112.5,4,4.755946
-125.0,5,4.764948
-640.625,44,4.835964
-318.75,17,4.86382
-359.375,28,4.909611
-521.875,40,4.971627
-100.0,4,4.978628
-75.0,2,4.98263
-225.0,11,5.000633
-287.5,26,5.040643
-237.5,16,5.065648
-131.25,6,5.07565
-75.0,2,5.079651
-100.0,4,5.086653
-159.375,11,5.103656
-118.75,8,5.11766
-181.25,9,5.132663
-284.375,19,5.16367
-100.0,3,5.168671
-334.375,22,5.203679
-118.75,7,5.215682
-187.5,14,5.237687
-112.5,5,5.246689
-406.25,22,5.281697
-125.0,5,5.289699
-162.5,6,5.299701
-100.0,4,5.306702
-75.0,2,5.310704
-193.75,12,5.330708
-278.125,16,5.355714
-775.0,70,5.466738
-178.125,11,5.484743
-75.0,2,5.487743
-121.875,8,5.501746
-175.0,7,5.513749
-281.25,15,5.536754
-287.5,16,5.56476
-268.75,13,5.585766
-215.625,13,5.605769
-100.0,4,5.612771
-87.5,3,5.618773
-187.5,8,5.632295
-300.0,16,5.657345
-281.25,16,5.683388
-193.75,9,5.698408
-112.5,5,5.706428
-87.5,3,5.712445
-178.125,11,5.72947
-206.25,11,5.747543
-106.25,5,5.755547
-75.0,2,5.759547
-200.0,9,5.773758
-300.0,17,5.800834
-134.375,12,5.819836
-184.375,12,5.838845
-246.875,17,5.865857
-275.0,15,5.889629
-156.25,7,5.901636
-284.375,19,5.932645
-75.0,2,5.936646
-112.5,4,5.942648
-156.25,9,5.95665
-100.0,4,5.964653
-343.75,19,5.994663
-93.75,4,6.001288
-140.625,10,6.017797
-437.5,41,6.082819
-75.0,2,6.08582
-206.25,11,6.103826
-356.25,28,6.148841
-75.0,2,6.152841
-253.125,16,6.178847
-187.5,14,6.200852
-193.75,9,6.215856
-637.5,52,6.29829
-421.875,37,6.35731
-312.5,22,6.397326
-237.5,24,6.437337
-175.0,12,6.457342
-237.5,13,6.479353
-137.5,7,6.490377
-275.0,14,6.513382
-150.0,8,6.526386
-134.375,8,6.539389
-187.5,8,6.554391
-184.375,15,6.578422
-87.5,3,6.583424
-142.625,17,6.611438
-150.0,12,6.631553
-231.25,11,6.649883
-75.0,2,6.652886
-225.0,14,6.676219
-131.25,6,6.686198
-75.0,2,6.689198
-75.0,2,6.693191
-75.0,2,6.697193
-75.0,2,6.700193
-206.25,13,6.721197
-228.125,17,6.749714
-112.5,4,6.756715
-115.625,7,6.76872
-221.875,13,6.789725
-127.0,17,6.817735
-375.0,24,6.855746
-384.375,33,6.908762
-75.0,2,6.912764
-168.75,12,6.93177
-121.875,8,6.944773
-112.5,5,6.953775
-156.25,8,6.965778
-106.25,5,6.974781
-218.75,13,6.995798
-218.75,15,7.019824
-343.75,21,7.053835
-156.25,7,7.065842
-343.75,20,7.098855
-125.0,4,7.104856
-100.0,3,7.110857
-431.25,28,7.156114
-87.5,3,7.161114
-162.5,11,7.179118
-140.625,11,7.197123
-237.5,12,7.217128
-225.0,14,7.239639
-150.0,6,7.250644
-225.0,11,7.268662
-321.875,22,7.303683
-425.0,25,7.343695
-315.625,21,7.377708
-87.5,3,7.382709
-203.125,13,7.403716
-175.0,7,7.415719
-231.25,17,7.442725
-506.25,42,7.509409
-418.75,30,7.557531
-415.625,35,7.615544
-259.375,15,7.639549
-200.0,12,7.660554
-131.25,6,7.670556
-100.0,3,7.676557
-87.5,3,7.681559
-140.625,8,7.694561
-112.5,4,7.701564
-75.0,2,7.704564
-287.5,25,7.745577
-228.125,20,7.777584
-150.0,9,7.792587
-381.25,21,7.825611
-133.25,14,7.847616
-243.75,13,7.86862
-175.0,7,7.880623
-312.5,17,7.906629
-206.25,11,7.924633
-143.75,6,7.934639
-389.5,40,8.792435
-490.625,30,8.842693
-156.25,7,8.853181
-203.125,15,8.879187
-162.5,9,8.89319
-131.25,6,8.903192
-131.25,6,8.913194
-93.75,4,8.920196
-131.25,10,8.9362
-106.25,5,8.944201
-125.0,4,8.951203
-75.0,2,8.955204
-212.5,11,8.973208
