#{"t_start": 1657046823.106025, "env_id": "env.spec.id"}
r,l,t
-166.40625,15,0.013003
-90.625,5,0.016003
-62.5,2,0.017003
-68.75,4,0.020004
-114.453125,22,0.032007
-98.4375,15,0.040009
-265.234375,56,0.071015
-269.53125,30,0.087019
-93.75,6,0.09102
-153.320312,26,0.105023
-208.007812,36,0.124028
-178.90625,28,0.140031
-84.375,6,0.143032
-223.046875,50,0.170038
-65.625,3,0.172038
-185.15625,21,0.184041
-152.539062,19,0.195043
-75.0,6,0.198044
-84.179688,11,0.204045
-90.625,5,0.207046
-78.125,4,0.210047
-332.03125,65,0.245055
-62.5,2,0.247055
-187.5,15,0.255057
-156.25,14,0.263058
-81.25,5,0.266059
-236.132812,51,0.293065
-71.289062,8,0.298066
-240.429688,40,0.320071
-8.640625,31,0.336075
-66.40625,4,0.339076
-87.695312,11,0.346077
-75.0,3,0.348078
-165.625,20,0.35908
-87.5,4,0.36108
-130.273438,28,0.376084
-92.1875,10,0.382085
-213.867188,51,0.410091
-75.0,3,0.412092
-228.125,37,0.432096
-62.5,2,0.433097
-65.625,3,0.435097
-121.289062,15,0.444099
-69.140625,9,0.4491
-137.304688,25,0.463103
-107.226562,21,0.474106
-206.445312,31,0.490613
-70.507812,7,0.495615
-157.421875,23,0.507617
-62.5,2,0.509618
-218.75,22,0.521621
-75.0,3,0.523621
-65.625,3,0.525621
-99.023438,18,0.535623
-81.25,5,0.538624
-65.625,3,0.539624
-87.5,7,0.544626
-106.25,7,0.548626
-198.828125,40,0.569631
-68.75,4,0.572632
-68.75,4,0.574632
-75.0,3,0.576633
-200.390625,24,0.589636
-115.625,7,0.594637
-18.601562,22,0.60664
2.101562,48,0.632645
-121.875,12,0.639647
-91.40625,9,0.644648
-97.65625,11,0.650649
-69.53125,5,0.65365
-97.070312,11,0.659651
-214.257812,32,0.677655
-62.5,2,0.678656
-62.5,2,0.680656
-138.28125,21,0.691659
-175.195312,36,0.711663
-62.5,2,0.712664
-112.695312,19,0.723666
-121.875,15,0.731668
-78.125,4,0.734668
-93.75,12,0.74167
-91.40625,24,0.754673
-83.789062,9,0.759674
-185.9375,34,0.777678
-150.0,18,0.78868
-62.5,2,0.78968
-68.75,4,0.792681
-87.5,4,0.794682
-90.625,8,0.799683
-97.65625,8,0.803684
-140.039062,21,0.815686
-133.007812,36,0.835691
41.554688,14,0.843693
-154.6875,24,0.856695
-102.539062,12,0.863697
-213.28125,36,0.882701
-131.25,12,0.889703
-109.375,8,0.894704
-195.117188,33,0.912708
-62.5,2,0.913708
-142.773438,41,0.936713
-339.453125,82,0.980723
-62.5,2,0.981724
-72.65625,6,0.985724
-97.65625,14,0.993726
-217.1875,23,1.006729
-106.445312,14,1.014731
-109.375,11,1.020732
-88.085938,16,1.029734
-144.921875,22,1.042737
-233.203125,48,1.068743
-89.257812,10,1.074744
-107.03125,8,1.079746
-152.148438,23,1.092749
-62.5,2,1.093749
-97.460938,22,1.105751
-136.71875,31,1.123755
-154.6875,15,1.131757
-68.75,4,1.134758
-71.484375,9,1.139759
-125.390625,21,1.15089
-242.773438,37,1.170894
-160.9375,32,1.188898
-76.757812,9,1.193899
-103.125,12,1.200901
