#{"t_start": 1655762353.951856, "env_id": "env.spec.id"}
r,l,t
-54,4,0.016002
-67,17,0.059012
-92,42,0.172038
-54,4,0.18504
-72,22,0.240054
-61,11,0.266059
-56,6,0.280063
-59,9,0.301068
-91,41,0.397089
-62,12,0.427095
-55,5,0.441099
-86,36,0.522117
-75,25,0.588132
-65,15,0.629142
-55,5,0.643144
-56,6,0.659148
-62,12,0.690155
-54,4,0.700157
-63,13,0.733169
-78,28,0.804185
-60,10,0.830191
-71,21,0.884202
-69,19,0.930212
-85,35,1.022233
-58,8,1.043237
-70,20,1.09425
-60,10,1.122764
-54,4,1.134767
-61,11,1.163774
-62,12,1.196781
-65,15,1.23579
-59,9,1.262796
-58,8,1.284801
-58,8,1.306806
-53,3,1.315027
-70,20,1.370039
-58,8,1.391043
-77,27,1.461059
-72,22,1.523073
-60,10,1.55308
-52,2,1.559082
-52,2,1.566082
-78,28,1.649101
-58,8,1.675107
-58,8,1.698112
-64,14,1.744122
-57,7,1.766127
-81,31,1.853146
-67,17,1.898157
-55,5,1.91216
-54,4,1.924163
-57,7,1.942167
-73,23,2.00218
-69,19,2.055192
-56,6,2.071196
-52,2,2.077197
-56,6,2.0942
-58,8,2.118206
-55,5,2.13321
-58,8,2.155214
-54,4,2.165216
-62,12,2.196223
-53,3,2.206226
-53,3,2.216228
-57,7,2.236233
-72,22,2.304246
-57,7,2.326251
-70,20,2.386265
-66,16,2.438277
-58,8,2.463282
-94,44,2.588311
-59,9,2.617318
-60,10,2.644324
-57,7,2.665329
-94,44,2.773882
-63,13,2.808889
-67,17,2.8559
-57,7,2.875904
-60,10,2.90291
-64,14,2.938919
-57,7,2.955922
-56,6,2.971926
-62,12,3.000932
-55,5,3.013935
-53,3,3.021937
-52,2,3.027938
-84,34,3.115958
-62,12,3.146965
-58,8,3.16897
-53,3,3.177971
-71,21,3.227983
-84,34,3.311001
-59,9,3.336007
-61,11,3.365013
-103,53,3.502193
-78,28,3.573209
-52,2,3.579211
-61,11,3.607216
-57,7,3.628221
-69,19,3.676232
-57,7,3.694237
-69,19,3.743247
-115,65,3.904284
-62,12,3.936291
-52,2,3.943292
-53,3,3.951293
-52,2,3.956295
-59,9,3.982301
-69,19,4.032312
-83,33,4.114853
-74,24,4.176866
-77,27,4.242881
-55,5,4.255883
-58,8,4.277889
-52,2,4.28389
-55,5,4.296892
-79,29,4.374911
-66,16,4.41492
-16,66,4.579955
-69,19,4.630968
-68,18,4.677978
-61,11,4.709985
-1,51,4.846015
-69,19,4.899028
-59,9,4.924033
-66,16,4.968043
-85,35,5.061064
-80,30,5.143082
-73,23,5.204096
-55,5,5.218099
-108,58,5.372133
-54,4,5.382135
-69,19,5.436304
-59,9,6.535694
5,45,6.649719
-57,7,6.668724
-64,14,6.703732
-70,20,6.756743
-54,4,6.769747
-55,5,6.782749
-65,15,6.821758
-63,13,6.855766
-114,64,7.0078
-74,24,7.07016
-57,7,7.088178
-69,19,7.136345
-64,14,7.171697
-67,17,7.212707
-83,33,7.295725
-66,16,7.334734
-62,12,7.366741
-74,24,7.423754
-80,30,7.500771
-75,25,7.566785
-64,14,7.604795
-90,40,7.703817
-66,16,7.745826
-53,3,7.754828
-68,18,7.802839
-54,4,7.81384
-59,9,7.838847
-82,32,7.919865
-63,13,7.954873
-90,40,8.055895
-57,7,8.073899
-143,93,8.309952
-93,43,8.423194
-55,5,8.435196
-79,29,8.510285
-140,90,8.745878
-100,100,9.000956
-60,10,9.028964
-82,32,9.110986
-79,29,9.187002
-71,21,9.241015
-98,48,9.363052
-70,20,9.415064
-54,4,9.428066
-63,13,9.461079
-58,8,9.481084
-102,52,9.620115
-98,48,9.747871
-70,20,9.797883
-72,22,9.854896
-61,11,9.881902
-76,26,9.948917
-78,28,10.018932
-66,16,10.060942
-82,32,10.14196
-52,2,10.147961
-92,42,10.250984
-54,4,10.263987
-58,8,10.285992
6,44,10.401018
-61,11,10.431024
