#{"t_start": 1654698426.901832, "env_id": "env.spec.id"}
r,l,t
-52,2,0.005002
-71,21,0.014004
-57,7,0.017005
-63,13,0.023006
-59,9,0.027007
-55,5,0.029008
-68,18,0.036009
-58,8,0.04001
-53,3,0.04201
-65,15,0.048012
-68,18,0.056013
-97,47,0.074017
-56,6,0.077018
-62,12,0.082019
-52,2,0.083019
-66,16,0.090021
-66,16,0.097023
-61,11,0.101024
-85,35,0.115026
-56,6,0.118028
-58,8,0.121028
18,32,0.134031
-66,16,0.141033
-52,2,0.142033
-76,26,0.152035
-68,18,0.159037
-107,57,0.181179
-67,17,0.18818
-58,8,0.192181
-53,3,0.194182
-64,14,0.199183
-56,6,0.202183
-70,20,0.210185
-62,12,0.216187
-70,20,0.224188
34,16,0.230189
-57,7,0.233191
-56,6,0.236191
-53,3,0.238191
-55,5,0.240192
-69,19,0.248194
-62,12,0.254194
-66,16,0.261196
-80,30,0.273198
-62,12,0.2782
-52,2,0.2792
-55,5,0.2812
-52,2,0.283202
-110,60,0.306206
-59,9,0.310207
-105,55,0.331211
-78,28,0.342214
-55,5,0.345214
-55,5,0.347215
-54,4,0.349216
-65,15,0.356217
-55,5,0.358217
-64,14,0.364219
-77,27,0.375221
-52,2,0.376222
-54,4,0.378222
-66,16,0.385224
-98,48,0.403228
-59,9,0.407229
-53,3,0.40923
-78,28,0.420232
-78,28,0.431234
-64,14,0.437236
-72,22,0.446238
-59,9,0.450238
-53,3,0.451238
-57,7,0.454239
-82,32,0.467242
-55,5,0.470243
-65,15,0.476244
-54,4,0.478245
-52,2,0.479245
-57,7,0.483246
-75,25,0.493248
-65,15,0.499249
-58,8,0.50225
-60,10,0.507257
-60,10,0.511252
-63,13,0.516254
-69,19,0.524255
-66,16,0.531257
-95,45,0.54826
-62,12,0.554262
-73,23,0.563264
-56,6,0.566265
-60,10,0.570266
-52,2,0.571266
-128,78,0.601273
-54,4,0.603273
-54,4,0.605273
-74,24,0.615276
-79,29,0.626278
-95,45,0.644282
-58,8,0.647283
-56,6,0.650284
-61,11,0.655285
-67,17,0.662286
-54,4,0.664287
-97,47,0.682291
-71,21,0.691293
-78,28,0.702298
-58,8,0.706299
-52,2,0.707299
-84,34,0.720805
-66,16,0.727808
-70,20,0.735809
-55,5,0.73781
-62,12,0.742811
-56,6,0.745939
-76,26,0.756204
-57,7,0.759205
-61,11,0.764206
-71,21,0.773208
-81,31,0.78521
-72,22,0.794213
-62,12,0.799214
-65,15,0.805215
-69,19,0.813218
26,24,0.822219
-108,58,0.845224
-61,11,0.849225
-76,26,0.860228
-92,42,0.876231
-58,8,0.879232
-74,24,0.889234
-59,9,0.893235
-75,25,0.903237
-67,17,0.910239
-58,8,0.91324
-67,17,0.920242
-53,3,0.922242
-70,20,0.930243
-54,4,0.932244
-122,72,0.96025
-52,2,0.96125
-52,2,0.96225
-84,34,0.976254
-74,24,0.985255
-70,20,0.993258
-60,10,0.998259
-80,30,1.010262
-66,16,1.016263
-53,3,1.018263
-55,5,1.021264
-77,27,1.031266
-52,2,1.033266
-89,39,1.048271
-68,18,1.055271
-53,3,1.057272
-54,4,1.059272
-59,9,1.063273
-79,29,1.074276
-55,5,1.077276
-52,2,1.078277
21,29,1.089279
-58,8,1.09328
-141,91,1.128289
-84,34,1.141291
-57,7,1.144292
-56,6,1.147292
-72,22,1.156294
-52,2,1.158295
-66,16,1.164296
-74,24,1.174298
-57,7,1.177299
-86,36,1.191302
-53,3,1.193303
-77,27,1.204305
-67,17,1.211307
-54,4,1.213307
-56,6,1.216308
-54,4,1.218309
-94,44,1.235312
-52,2,1.236312
-58,8,1.240314
-59,9,1.244314
-123,73,1.27232
-60,10,1.276321
-63,13,1.282322
-65,15,1.288324
-81,31,1.300327
-63,13,1.306328
-104,54,1.327333
-88,38,1.342336
-61,11,1.346337
-88,38,1.361341
-65,15,1.367342
-81,31,1.380345
-73,23,1.389346
-78,28,1.400349
-73,23,1.409351
-70,20,1.418354
-59,9,1.422354
-80,30,1.433357
-66,16,1.440358
-59,9,1.444359
-52,2,1.445359
-70,20,1.453361
-66,16,1.460363
-58,8,1.464364
-57,7,1.467364
-61,11,1.471365
-56,6,1.474366
-100,50,1.49437
-66,16,1.500372
-103,53,1.521376
-72,22,1.530379
-52,2,1.531379
-68,18,1.53838
-61,11,1.543381
-77,27,1.554384
-85,35,1.567387
-81,31,1.579389
-60,10,1.58439
-60,10,1.588392
-60,10,1.592392
-62,12,1.598394
-55,5,1.600394
-86,36,1.614397
-53,3,1.616397
-89,39,1.631401
-66,16,1.638404
-67,17,1.645405
-79,29,1.656407
-75,25,1.666409
-56,6,1.669409
-53,3,1.67141
-52,2,1.67241
-56,6,1.675411
-54,4,1.677411
-69,19,1.685413
-56,6,1.688424
-91,41,1.704428
-92,42,1.720434
-53,3,1.722435
-52,2,1.723435
-57,7,1.727436
-58,8,1.730437
-53,3,1.732437
-89,39,1.747441
-58,8,1.751441
-57,7,1.754442
-55,5,1.756442
-52,2,1.758443
-83,33,1.771446
-60,10,1.775447
-70,20,1.783448
-67,17,1.790451
-83,33,1.803453
-61,11,1.808455
-53,3,1.809454
-85,35,1.823458
-107,57,1.845462
-98,48,1.864466
-63,13,1.869468
-64,14,1.875469
-64,14,1.881471
-53,3,1.883471
-52,2,1.884471
-52,2,1.886472
-56,6,1.888472
-56,6,1.891473
-62,12,1.896474
-84,34,1.910477
-60,10,1.914478
-62,12,1.919479
-52,2,1.921479
-55,5,1.92348
-52,2,1.92448
-54,4,1.927481
-54,4,1.929481
-84,34,1.942484
-24,74,1.971491
-72,22,1.980493
-62,12,1.985494
-56,6,1.988495
-59,9,1.991495
-64,14,1.997496
-53,3,1.999497
-52,2,2.000497
-54,4,2.002498
-69,19,2.010499
-67,17,2.017501
-58,8,2.021502
-61,11,2.025502
-76,26,2.036505
-109,59,2.059511
-65,15,2.065511
-70,20,2.073514
-77,27,2.084516
-90,40,2.10052
-62,12,2.105521
-56,6,2.108521
-62,12,2.113523
-58,8,2.117523
-53,3,2.118524
-75,25,2.128526
-65,15,2.134643
-12,62,2.158649
27,23,2.168651
-55,5,2.170652
-60,10,2.174652
-60,10,2.179653
-60,10,2.183655
-92,42,2.200658
-64,14,2.20666
-54,4,2.20866
-61,11,2.213661
-80,30,2.224664
-125,75,2.25367
-54,4,2.255671
-62,12,2.261672
-105,55,2.282677
-63,13,2.288678
-74,24,2.29768
-88,38,2.312684
-72,22,2.321686
-53,3,2.323686
-85,35,2.336689
-74,24,2.346691
-76,26,2.356694
-67,17,2.363695
-57,7,2.367696
-79,29,2.378699
-60,10,2.383699
-52,2,2.3847
-69,19,2.392702
-53,3,2.393702
-55,5,2.396703
-60,10,2.400703
-86,36,2.414706
-62,12,2.419708
-54,4,2.422708
-73,23,2.43171
-86,36,2.445714
-75,25,2.455716
-65,15,2.461717
-75,25,2.471719
-59,9,2.47572
-64,14,2.481722
-52,2,2.482722
-55,5,2.485723
-66,16,2.491724
-62,12,2.496725
-67,17,2.503726
-68,18,2.511729
-97,47,2.529732
-53,3,2.531733
-57,7,2.534733
-59,9,2.538735
-52,2,2.539735
-56,6,2.542735
-57,7,2.545736
-92,42,2.56174
-113,63,2.586745
-53,3,2.588746
-70,20,2.596748
-58,8,2.599748
-80,30,2.611751
-73,23,2.621753
-74,24,2.630755
-80,30,2.642758
-67,17,2.649759
-56,6,2.65276
-90,40,2.668764
-58,8,2.671764
-76,26,2.682767
-52,2,2.683767
-60,10,2.687768
-73,23,2.69777
-53,3,2.698771
-81,31,2.711773
-73,23,2.720776
-111,61,2.744908
-52,2,2.746908
-69,19,2.75491
-56,6,2.75691
-76,26,2.767912
-54,4,2.769913
-75,25,2.779916
-62,12,2.784917
-63,13,2.789918
-61,11,2.794919
-76,26,2.805921
-103,53,2.825926
-54,4,2.827927
-54,4,2.829927
-57,7,2.833928
-52,2,2.834929
-52,2,2.835928
-89,39,2.850933
-63,13,2.856933
-55,5,2.858934
-60,10,2.863935
-57,7,2.866936
-75,25,2.876938
-54,4,2.878938
-53,3,2.880939
-70,20,2.88894
-59,9,2.892941
-64,14,2.898943
-68,18,2.905944
-55,5,2.907944
-58,8,2.911945
-62,12,2.916946
-81,31,2.928949
-72,22,2.937951
-83,33,2.950954
-71,21,2.959956
-85,35,2.972959
-66,16,2.979961
-55,5,2.981961
-59,9,2.985962
-87,37,3.000965
-79,29,3.011968
19,31,3.02397
-88,38,3.038974
-58,8,3.042974
-61,11,3.047976
-105,55,3.068981
-59,9,3.072982
-74,24,3.082984
-52,2,3.083984
13,37,3.097987
-56,6,3.100988
-89,39,3.116992
-56,6,3.118992
-56,6,3.121993
-60,10,3.126994
-87,37,3.140997
-59,9,3.144998
-52,2,3.145998
-67,17,3.152999
-82,32,3.166002
-52,2,3.167003
-62,12,3.172004
-63,13,3.178005
-63,13,3.183006
-71,21,3.192008
-52,2,3.193008
-91,41,3.209012
-59,9,3.213013
-63,13,3.218014
-66,16,3.225016
-59,9,3.229017
-77,27,3.240019
-52,2,3.24102
-85,35,3.255022
-74,24,3.264024
-69,19,3.272027
-67,17,3.279028
-85,35,3.293031
-77,27,3.303033
-69,19,3.311035
-52,2,3.312035
-63,13,3.318037
-62,12,3.323038
-53,3,3.325038
-110,60,3.348044
-53,3,3.350044
-53,3,3.351044
-65,15,3.357045
-69,19,3.365047
-65,15,3.371049
-53,3,3.373049
-58,8,3.37705
-100,50,3.396055
-62,12,3.401056
-69,19,3.409058
-52,2,3.410057
-83,33,3.423061
-61,11,3.428061
-63,13,3.433063
-56,6,3.436063
-100,50,3.456068
-55,5,3.458184
-119,69,3.48419
-52,2,3.486191
-57,7,3.489192
-88,38,3.504195
-54,4,3.506195
-76,26,3.516197
-53,3,3.518198
-56,6,3.521199
-58,8,3.525199
-78,28,3.536202
-59,9,3.540203
-119,69,3.566209
-59,9,3.570211
-73,23,3.580212
-66,16,3.586213
-57,7,3.590214
-68,18,3.597216
-74,24,3.607218
-66,16,3.61322
-55,5,3.61622
-75,25,3.625222
-56,6,3.628222
-71,21,3.637225
-60,10,3.641226
-56,6,3.644226
-65,15,3.650228
-67,17,3.657229
-57,7,3.66123
-57,7,3.664231
-64,14,3.670232
-57,7,3.673233
-59,9,3.677233
-103,53,3.698238
-77,27,3.708241
-59,9,3.712242
-58,8,3.716242
37,13,3.721244
-52,2,3.722244
-52,2,3.724244
-92,42,3.740248
-65,15,3.746249
-54,4,3.74925
-65,15,3.755251
-56,6,3.758252
-63,13,3.763253
-70,20,3.771255
-56,6,3.774256
-107,57,3.79626
-59,9,3.800261
-56,6,3.803262
-79,29,3.814264
-81,31,3.827267
23,27,3.83727
-69,19,3.845272
-71,21,3.853273
-64,14,3.859275
-60,10,3.864275
-65,15,3.870277
-66,16,3.876279
-55,5,3.879279
-73,23,3.888281
-65,15,3.894282
-60,10,3.899284
-52,2,3.900284
-56,6,3.903285
-78,28,3.914287
-65,15,3.920288
-143,93,3.956417
-54,4,3.958418
-67,17,3.965419
-56,6,3.968421
-73,23,3.977422
-54,4,3.979423
-57,7,3.982423
-67,17,3.989425
-56,6,3.992425
-52,2,3.993425
-57,7,3.997427
-70,20,4.005428
-65,15,4.01143
-57,7,4.01443
-68,18,4.022432
-74,24,4.031435
-133,83,4.063442
-62,12,4.068443
-80,30,4.080445
-109,59,4.10345
-66,16,4.110452
-67,17,4.117453
-95,45,4.134457
-52,2,4.136458
-58,8,4.139459
-59,9,4.143459
-55,5,4.14646
-92,42,4.162464
-74,24,4.172466
-52,2,4.173466
-60,10,4.177467
-55,5,4.180468
-62,12,4.185469
-62,12,4.19047
-55,5,4.192471
37,13,4.198472
-65,15,4.204473
-70,20,4.212476
-96,46,4.230479
-68,18,4.237481
-61,11,4.242482
-53,3,4.244482
-52,2,4.245483
-81,31,4.257485
-58,8,4.261486
-54,4,4.263486
-60,10,4.267487
-78,28,4.27849
-69,19,4.286492
-55,5,4.289493
-63,13,4.294493
-53,3,4.296494
-79,29,4.307496
12,38,4.322502
-62,12,4.327502
-53,3,4.329504
-81,31,4.341506
-71,21,4.349508
-60,10,4.354509
-53,3,4.355509
-57,7,4.35951
-78,28,4.370512
-62,12,4.375513
-80,30,4.386516
-53,3,4.388516
-83,33,4.40152
-57,7,4.40452
-62,12,4.409522
-94,44,4.426525
-63,13,4.432527
-53,3,4.434527
-64,14,4.439528
-72,22,4.44853
-99,49,4.467534
-61,11,4.472535
-65,15,4.478537
-92,42,4.495541
-56,6,4.498541
-73,23,4.507543
-69,19,4.515545
-80,30,4.527548
-52,2,4.528548
-69,19,4.53655
-58,8,4.539551
-76,26,4.550553
-72,22,4.558555
-61,11,4.563556
-53,3,4.565556
-61,11,4.569557
-57,7,4.573558
-85,35,4.586561
-80,30,4.598564
-93,43,4.615567
-53,3,4.617568
-59,9,4.62157
-59,9,4.62557
-60,10,4.629571
-57,7,4.632572
-53,3,4.634572
-92,42,4.650576
-67,17,4.657577
-52,2,4.658577
-57,7,4.661579
-66,16,4.66858
-59,9,4.672581
-72,22,4.681583
-104,54,4.702587
-56,6,4.705588
0,50,4.724592
-73,23,4.734594
-131,81,4.765602
-57,7,4.768602
-53,3,4.770602
-69,19,4.777604
-56,6,4.780605
-103,53,4.800609
-66,16,4.807611
-61,11,4.812613
-59,9,4.816613
-133,83,4.84862
-53,3,4.849621
-58,8,4.853621
-77,27,4.864624
-72,22,4.873626
-59,9,4.877626
