#{"t_start": 1654693118.207925, "env_id": "env.spec.id"}
r,l,t
-88,38,0.08502
-54,4,0.095022
-60,10,0.116026
-52,2,0.121027
-63,13,0.149034
-71,21,0.189043
-76,26,0.239054
-54,4,0.247056
-55,5,0.257058
-62,12,0.279063
-70,20,0.316072
-68,18,0.350079
-72,22,0.390088
-59,9,0.407092
-52,2,0.412093
-52,2,0.416094
-73,23,0.458104
-74,24,0.502113
-70,20,0.540122
-98,48,0.628142
-54,4,0.636143
-55,5,0.646146
-54,4,0.654148
-53,3,0.660149
-78,28,0.71116
-79,29,0.764173
-77,27,0.814184
-77,27,0.864195
-63,13,0.8882
-60,10,0.906204
-65,15,0.934211
-59,9,0.951215
-56,6,0.962217
-52,2,0.966218
-59,9,0.984222
-66,16,1.014229
-58,8,1.030232
-73,23,1.073243
-57,7,1.087245
-54,4,1.095247
-72,22,1.136256
-55,5,1.146259
-64,14,1.172264
-73,23,1.214274
-55,5,1.224276
-80,30,1.279288
-70,20,1.315297
-81,31,1.372556
-75,25,1.417558
-73,23,1.460568
-66,16,1.489574
-59,9,1.506578
-54,4,1.51458
-61,11,1.534586
-75,25,1.581595
-79,29,1.634607
-59,9,1.651611
-67,17,1.683618
-56,6,1.695621
-79,29,1.748633
-67,17,1.77964
-53,3,1.785642
-54,4,1.793643
-76,26,1.841654
-61,11,1.861659
-55,5,1.871661
-74,24,1.915671
-60,10,1.934675
-66,16,1.963682
-87,37,2.031697
-63,13,2.055702
-52,2,2.059703
-80,30,2.113838
-56,6,2.12584
-52,2,2.129841
-54,4,2.136843
-88,38,2.207859
-70,20,2.244867
-71,21,2.283876
-55,5,2.292878
-80,30,2.348891
-66,16,2.378897
-67,17,2.409904
-55,5,2.419907
-52,2,2.423908
-54,4,2.431909
-69,19,2.465917
-123,73,2.600947
-65,15,2.628953
-104,54,2.726588
-91,41,2.802109
-52,2,2.80611
-74,24,2.850119
-78,28,2.901131
-107,57,3.005155
-67,17,3.036162
-67,17,3.068169
-70,20,3.104177
-57,7,3.11718
-81,31,3.174193
-78,28,3.226324
-67,17,3.258331
-74,24,3.302341
-53,3,3.308342
-62,12,3.330348
-59,9,3.347351
-61,11,3.368356
-73,23,3.410366
-71,21,3.448373
-70,20,3.485382
-108,58,3.592406
-60,10,3.61141
-105,55,3.711433
