#{"t_start": 1654690672.423868, "env_id": "env.spec.id"}
r,l,t
-57,7,0.017003
-73,23,0.055011
-56,6,0.066014
-57,7,0.077017
-52,2,0.081017
-93,43,0.155034
-67,17,0.186041
-63,13,0.209047
-81,31,0.261191
-54,4,0.268193
-62,12,0.288197
-52,2,0.292198
-52,2,0.296199
-81,31,0.34621
-75,25,0.38822
-56,6,0.399222
-114,64,0.503247
-52,2,0.507248
-55,5,0.51625
-95,45,0.590267
-54,4,0.597268
-62,12,0.617273
-62,12,0.637277
19,31,0.686289
-72,22,0.723297
-56,6,0.733299
-111,61,0.832322
-63,13,0.854326
-71,21,0.888334
-53,3,0.894336
-71,21,0.927343
-55,5,0.936345
-61,11,0.955349
-56,6,0.965351
-53,3,0.971353
-55,5,0.980355
-75,25,1.020364
-147,97,1.1784
-52,2,1.1824
-62,12,1.202405
-52,2,1.205406
-68,18,1.237413
-57,7,1.248418
-55,5,1.25742
-60,10,1.273424
-55,5,1.281425
-55,5,1.290427
-66,16,1.316433
-96,46,1.390449
-86,36,1.448462
-82,32,1.499474
-84,34,1.555487
-56,6,1.565489
-54,4,1.57249
-67,17,1.600497
-60,10,1.6165
-54,4,1.624502
-84,34,1.678514
-62,12,1.698519
-54,4,1.70552
-54,4,1.712522
-71,21,1.74753
-60,10,1.764534
-63,13,1.785538
-64,14,1.809544
-54,4,1.816545
-56,6,1.826548
-70,20,1.859555
-57,7,1.870558
-81,31,1.920569
-79,29,1.96858
-68,18,1.997587
-86,36,2.0566
-63,13,2.077605
-82,32,2.129617
-56,6,2.139619
-78,28,2.18563
-58,8,2.198633
-68,18,2.228639
-66,16,2.253645
-79,29,2.302656
-69,19,2.332663
-79,29,2.379673
33,17,2.40768
-54,4,2.413681
-73,23,2.45269
-66,16,2.478695
-52,2,2.481696
-58,8,2.495699
-77,27,2.539709
-58,8,2.553715
-52,2,2.556715
-53,3,2.562717
-57,7,2.573719
-88,38,2.637734
-53,3,2.643736
-87,37,2.702748
-63,13,2.724753
-72,22,2.760761
-53,3,2.765763
-52,2,2.769763
-58,8,2.782766
-114,64,2.88679
-63,13,2.907794
-52,2,2.911796
-76,26,2.953805
-68,18,2.983327
-75,25,3.023336
-53,3,3.029338
-78,28,3.075348
-55,5,3.08435
-97,47,3.160367
-72,22,3.195375
-67,17,3.223382
-87,37,3.283395
-93,43,3.35341
-53,3,3.359412
8,42,4.172598
-64,14,4.195603
-62,12,4.215607
-78,28,4.260617
-58,8,4.274621
-53,3,4.279622
-61,11,4.298626
-53,3,4.303627
-57,7,4.31463
-76,26,4.358639
-138,88,4.500672
-88,38,4.563688
-119,69,4.674714
-57,7,4.686716
-77,27,4.730726
-73,23,4.767734
-82,32,4.818746
-56,6,4.828748
-52,2,4.833749
-66,16,4.858755
-128,78,4.985785
-52,2,4.989786
1,49,5.069804
-100,50,5.150468
-96,46,5.224988
-100,50,5.306006
-64,14,5.329012
-89,39,5.392026
-74,24,5.431035
6,44,5.503053
-103,53,5.588072
-86,36,5.647085
-53,3,5.653087
-52,2,5.657088
-117,67,5.766112
-68,18,5.797119
-73,23,5.834128
-71,21,5.868135
-52,2,5.871136
-59,9,5.886139
-54,4,5.893141
-53,3,5.899142
-52,2,5.902143
-94,44,5.973159
-62,12,5.993164
-76,26,6.035173
-114,64,6.139196
-56,6,6.150199
-95,45,6.222215
-71,21,6.257223
24,26,6.299232
-22,72,6.416259
-58,8,6.429262
-70,20,6.462269
-64,14,6.485275
-76,26,6.527284
-71,21,6.562291
-75,25,6.602301
-67,17,6.631307
-69,19,6.664314
-58,8,6.677317
-55,5,6.68632
-54,4,6.692321
-95,45,6.765451
-86,36,6.823486
-76,26,6.865495
-71,21,6.899503
-62,12,6.919507
-57,7,6.93151
-96,46,7.005527
-83,33,7.059656
-52,2,7.063657
-85,35,7.121669
-73,23,7.159678
-88,38,7.220694
-62,12,7.240698
-82,32,7.29371
-82,32,7.346722
-89,39,7.409736
-52,2,7.413738
-55,5,7.42274
-78,28,7.46875
-76,26,8.258806
-90,40,8.323823
24,26,8.365832
-98,48,8.442969
-59,9,8.456972
-127,77,8.579999
-84,34,8.635012
-79,29,8.683023
9,41,8.748037
8,42,8.815053
-54,4,8.822054
14,36,8.880067
-136,86,9.017098
-60,10,9.033102
-110,60,9.129123
-145,95,9.281157
-80,30,9.329168
-26,76,9.451196
-95,45,9.523212
-68,18,9.552219
-6,56,9.641238
-89,39,9.704253
30,20,9.73526
-52,2,9.739261
-48,98,9.895296
-83,33,9.948308
-52,2,9.951308
9,41,10.017323
-86,36,10.074336
-42,92,10.22437
-84,34,10.278382
-91,41,10.344397
-57,7,10.3564
-82,32,10.408411
-74,24,10.44642
-60,10,10.462424
-114,64,10.563446
-86,36,10.621461
34,16,10.648468
-114,64,10.750491
-113,63,10.849513
-108,58,10.942534
21,29,10.989547
-28,78,11.113575
-147,97,11.267777
-74,24,11.306292
-82,32,11.358305
-87,37,11.418319
-43,93,12.314784
5,45,12.3858
-65,15,12.410805
32,18,12.438812
-2,52,12.52283
-76,26,12.56484
19,31,12.613851
-86,36,12.671864
9,41,12.737879
20,30,12.78589
26,24,12.824899
-100,100,12.983935
-80,30,13.031945
-57,7,13.043948
-22,72,13.160975
-55,5,13.168976
8,42,13.236992
27,23,13.275
-52,2,13.279001
-75,25,13.31901
-32,82,13.450044
-119,69,13.561069
-54,4,13.567071
-60,10,13.583075
-119,69,13.694099
11,39,13.756114
-71,21,13.791122
-77,27,13.835131
-75,25,13.87526
-67,17,13.902266
-68,18,13.931273
10,40,13.995287
-56,6,14.005289
-72,22,14.040298
23,27,14.083307
22,28,14.128317
-60,10,14.145321
-64,14,14.168326
-83,33,14.221338
-77,27,14.264348
-68,18,14.293354
33,17,14.31936
-57,7,14.331363
-57,7,14.343365
26,24,14.381374
31,19,14.411381
-62,12,14.430385
-57,7,14.442388
-73,23,14.478528
25,25,14.519537
10,40,14.584552
26,24,14.62256
14,36,14.680573
-84,34,14.734586
