#{"t_start": 1654628022.9786062, "env_id": "env.spec.id"}
r,l,t
-90,40,0.074016
-60,10,0.09102
-73,23,0.128028
-56,6,0.139031
-72,22,0.175039
-54,4,0.18104
-78,28,0.227051
-53,3,0.232052
-53,3,0.238054
-62,12,0.258058
-63,13,0.278062
-65,15,0.303068
-96,46,0.376085
-57,7,0.387087
-66,16,0.412093
-69,19,0.4431
-85,35,0.499113
-63,13,0.520117
-72,22,0.555125
-55,5,0.563127
-75,25,0.603136
-57,7,0.614138
-60,10,0.631142
-73,23,0.66715
-64,14,0.690155
-64,14,0.71216
-56,6,0.723163
19,31,0.772174
-72,22,0.807182
-58,8,0.820185
-67,17,0.847191
-54,4,0.854192
-56,6,0.864194
-58,8,0.878197
-85,35,0.93321
-55,5,0.942212
-62,12,0.962216
-55,5,0.970218
-105,55,1.059238
-69,19,1.090245
-65,15,1.11325
-72,22,1.148259
-56,6,1.15826
-54,4,1.165262
-68,18,1.193269
-69,19,1.223275
-85,35,1.2804
-60,10,1.296404
-62,12,1.315408
-52,2,1.318408
-68,18,1.347415
-52,2,1.350416
-54,4,1.357417
-54,4,1.363419
9,41,1.429433
-69,19,1.460441
-59,9,1.475444
31,19,1.505451
-100,50,1.585469
-71,21,1.618476
-95,45,1.689492
-64,14,1.711497
-77,27,1.754507
-60,10,1.771511
-73,23,1.808519
-53,3,1.81352
-84,34,1.867532
-64,14,1.889537
-67,17,1.917543
-72,22,1.952551
-55,5,1.960553
-62,12,1.980558
-53,3,1.985559
-69,19,2.016566
-82,32,2.067577
-57,7,2.07858
-91,41,2.144594
-73,23,2.180603
-60,10,2.197606
-73,23,2.234615
-59,9,2.249618
-64,14,2.272624
-85,35,2.327636
-68,18,2.357643
-53,3,2.361644
-83,33,2.414655
-61,11,2.432659
-97,47,2.507676
-82,32,2.559688
-55,5,2.56669
-52,2,2.571691
-54,4,2.577692
-69,19,2.608699
-64,14,2.632704
-53,3,2.641706
-59,9,2.660711
-53,3,2.668713
-82,32,2.740729
-81,31,2.808744
-55,5,2.820747
-53,3,2.828748
-57,7,2.844752
-55,5,2.854754
-58,8,2.872758
-54,4,2.882761
-61,11,2.908766
-89,39,2.995408
-40,90,3.193452
-68,18,3.231461
-73,23,3.282472
-64,14,3.313481
-64,14,3.34649
-101,51,3.460516
-81,31,3.528532
-66,16,3.56654
-56,6,4.34872
-88,38,4.405733
-77,27,4.446742
-54,4,4.452743
-66,16,4.477749
18,32,4.52576
-73,23,4.559767
-70,20,4.589775
-100,100,4.738808
-93,43,4.802822
-55,5,4.810824
-72,22,4.843831
-73,23,4.878839
-52,2,4.88184
-84,34,4.932851
-76,26,4.97186
-53,3,4.976861
-81,31,5.022872
-66,16,5.046877
-75,25,5.084886
-99,49,5.156902
-81,31,5.202912
-124,74,5.313937
-97,47,5.383953
-83,33,5.433103
-148,98,5.579136
-135,85,5.705164
-81,31,5.751272
-56,6,5.760295
-82,32,5.808306
-68,18,5.835312
-57,7,5.845314
-63,13,5.865319
-81,31,5.91133
-52,2,5.91433
-53,3,5.919331
-71,21,5.951338
-87,37,6.006351
-68,18,6.033356
-86,36,6.088369
-64,14,6.109374
-77,27,6.148382
-62,12,6.167387
-112,62,6.258533
-83,33,6.308544
-55,5,6.316545
-128,78,6.431571
-78,28,6.474581
-58,8,6.486584
-63,13,6.506588
-91,41,6.567602
-127,77,6.680627
-69,19,6.709634
-56,6,6.718636
-52,2,6.721637
-75,25,6.759645
-78,28,6.801655
-78,28,6.843664
-60,10,6.859668
-63,13,6.878672
-69,19,6.907678
-57,7,6.918681
-97,47,6.987696
-106,56,7.070715
-71,21,7.102722
-85,35,7.155734
-88,38,7.213747
-65,15,7.235752
-145,95,7.376784
-84,34,8.138081
-109,59,8.225101
-64,14,8.246105
-61,11,8.264109
-90,40,8.323122
-96,46,8.39314
-101,51,8.471158
-130,80,8.589185
-71,21,8.620192
-73,23,8.6552
-67,17,8.681205
-100,100,8.830239
-96,46,8.899254
-63,13,8.919259
-77,27,8.960268
-111,61,9.050288
-52,2,9.053289
-80,30,9.098299
-123,73,9.208325
-65,15,9.230331
-73,23,9.264338
-105,55,9.346357
-83,33,9.396368
-71,21,9.427375
-58,8,9.439378
-67,17,9.465383
-55,5,9.472385
-74,24,9.509393
-60,10,9.524397
-100,100,9.67343
-93,43,9.737445
-66,16,9.76145
-58,8,9.773453
-116,66,9.872475
-55,5,9.880477
-100,100,10.02851
-102,52,10.106528
-64,14,10.127532
-65,15,10.150537
-64,14,10.171542
-72,22,10.20455
-100,100,10.354584
-90,40,10.414597
-105,55,10.495615
-82,32,10.543626
-100,100,10.69266
-98,48,10.763676
-67,17,10.789681
-115,65,10.884703
-56,6,10.893705
-112,62,10.986726
-92,42,11.04974
