#{"t_start": 1654704414.1721804, "env_id": "env.spec.id"}
r,l,t
-67,17,0.013003
-54,4,0.015003
-54,4,0.017004
-72,22,0.026006
-52,2,0.027006
-59,9,0.031007
-59,9,0.035008
-75,25,0.04501
-68,18,0.053012
-53,3,0.054013
-53,3,0.056013
-53,3,0.058013
-87,37,0.072016
-55,5,0.075017
-58,8,0.078018
-70,20,0.08702
-53,3,0.08802
-52,2,0.09002
-77,27,0.101023
-70,20,0.109025
-73,23,0.118027
-54,4,0.120027
-65,15,0.126028
-71,21,0.13503
-53,3,0.137031
-75,25,0.147033
-62,12,0.152034
-58,8,0.156035
-60,10,0.160036
-65,15,0.166039
-59,9,0.170038
-68,18,0.17804
-60,10,0.182042
-67,17,0.190043
-53,3,0.191043
-90,40,0.207047
-62,12,0.212048
-59,9,0.216049
-64,14,0.22205
-72,22,0.231052
-58,8,0.235053
-52,2,0.237054
-62,12,0.242054
-74,24,0.252057
-52,2,0.253058
-60,10,0.257058
-83,33,0.270061
-108,58,0.293066
-65,15,0.299067
-59,9,0.303068
-52,2,0.305069
-67,17,0.31207
-52,2,0.313071
-69,19,0.321072
-60,10,0.325073
-57,7,0.328074
-52,2,0.330074
-68,18,0.337076
-70,20,0.345078
-104,54,0.366082
-56,6,0.369083
27,23,0.379085
-58,8,0.382086
-54,4,0.384087
-52,2,0.386087
-54,4,0.388088
-56,6,0.391088
-60,10,0.395089
-74,24,0.405091
-61,11,0.409092
-52,2,0.411093
-94,44,0.428096
-68,18,0.436098
-53,3,0.437099
-73,23,0.4471
-55,5,0.449101
-61,11,0.454105
-58,8,0.457106
-65,15,0.464108
-63,13,0.469109
-104,54,0.490113
-62,12,0.495115
-63,13,0.501117
-137,87,0.534123
-82,32,0.547126
-70,20,0.555128
-65,15,0.56213
-83,33,0.575132
-59,9,0.579134
-74,24,0.588135
-57,7,0.592136
-66,16,0.599138
-66,16,0.606139
-53,3,0.60714
-96,46,0.625143
-55,5,0.628145
-59,9,0.632145
-122,72,0.660152
-60,10,0.664153
-88,38,0.679156
-103,53,0.700161
-55,5,0.703162
-62,12,0.708162
-57,7,0.711164
-56,6,0.714164
-54,4,0.716164
-55,5,0.718165
-59,9,0.722166
-67,17,0.729167
-75,25,0.739169
-57,7,0.743171
-80,30,0.755173
-54,4,0.757174
-55,5,0.759174
-70,20,0.767177
-52,2,0.769176
-79,29,0.780179
-60,10,0.78518
-60,10,0.78918
-70,20,0.797183
-79,29,0.809185
-68,18,0.816187
-79,29,0.828189
-68,18,0.836191
-52,2,0.837192
-65,15,0.843193
-52,2,0.844193
-66,16,0.851195
-88,38,0.866198
-63,13,0.872199
-53,3,0.8742
-82,32,0.886203
-69,19,0.894204
-96,46,0.912209
-61,11,0.917209
-54,4,0.91921
-73,23,0.929212
-102,52,0.949217
-69,19,0.957219
-53,3,0.958219
-95,45,0.976223
-67,17,0.983225
-59,9,0.987225
-62,12,0.992226
-83,33,1.00623
-58,8,1.00923
-69,19,1.017232
-70,20,1.025234
-64,14,1.031235
-96,46,1.049239
-107,57,1.072245
-52,2,1.073245
-63,13,1.079246
-74,24,1.088248
-59,9,1.092249
-54,4,1.094249
-69,19,1.102251
-54,4,1.104252
-61,11,1.109253
-87,37,1.124256
-112,62,1.148263
-81,31,1.160264
-57,7,1.163265
-84,34,1.177268
-61,11,1.182269
-73,23,1.191272
-52,2,1.192271
-52,2,1.194272
-59,9,1.198272
-60,10,1.202274
-68,18,1.209275
-75,25,1.219277
-85,35,1.233281
-60,10,1.238281
-88,38,1.253285
-52,2,1.254285
-57,7,1.257286
-56,6,1.260287
-71,21,1.269289
-78,28,1.280291
-54,4,1.282292
-57,7,1.285293
-70,20,1.293294
-55,5,1.296295
-53,3,1.298295
-57,7,1.301296
-82,32,1.314299
-78,28,1.325301
-89,39,1.340305
-82,32,1.353308
-75,25,1.36331
-60,10,1.367311
-53,3,1.369311
-123,73,1.398318
-57,7,1.401319
-57,7,1.40432
-63,13,1.410321
-63,13,1.415321
-66,16,1.422323
-67,17,1.429325
-78,28,1.440327
-52,2,1.441328
-59,9,1.445328
-54,4,1.447329
-75,25,1.458331
-54,4,1.460332
-60,10,1.464333
-68,18,1.471335
-95,45,1.489338
-3,53,1.510343
-78,28,1.521346
-52,2,1.523346
-75,25,1.533348
-91,41,1.549352
-54,4,1.551353
-62,12,1.556354
-58,8,1.560354
-67,17,1.567356
-137,87,1.601364
-73,23,1.610365
-71,21,1.619368
-70,20,1.62737
-52,2,1.62837
-55,5,1.631371
-70,20,1.639372
-59,9,1.643374
-67,17,1.650375
-56,6,1.653376
-60,10,1.657376
-59,9,1.661378
-68,18,1.669379
-57,7,1.672379
-54,4,1.674381
-74,24,1.684382
-87,37,1.698907
-69,19,1.706908
-65,15,1.71291
-59,9,1.716911
-61,11,1.721912
-73,23,1.730914
-58,8,1.734915
-58,8,1.737916
-56,6,1.740916
-67,17,1.747918
-56,6,1.750918
-59,9,1.754919
-52,2,1.755919
-60,10,1.76092
-100,50,1.780925
-56,6,1.782926
-57,7,1.786927
-61,11,1.790927
-91,41,1.807931
-63,13,1.812932
-64,14,1.818933
-54,4,1.820934
-63,13,1.826935
-65,15,1.832937
-55,5,1.835938
-95,45,1.852941
-52,2,1.854942
-143,93,1.89095
-79,29,1.901953
-73,23,1.911955
-57,7,1.914955
-67,17,1.921957
-55,5,1.924958
-55,5,1.926958
-52,2,1.928958
-52,2,1.929959
-55,5,1.931959
-73,23,1.941962
-56,6,1.944962
-69,19,1.951964
-66,16,1.958965
-80,30,1.970968
-93,43,1.987972
-58,8,1.991973
-72,22,2.000974
-59,9,2.004976
-55,5,2.006977
-86,36,2.020979
-56,6,2.02398
-56,6,2.026981
-75,25,2.036983
-52,2,2.038984
-85,35,2.051986
-64,14,2.057987
-59,9,2.062989
-55,5,2.064989
-55,5,2.066989
-58,8,2.070991
-53,3,2.072991
-72,22,2.081993
-67,17,2.088994
-80,30,2.100997
-64,14,2.106999
-56,6,2.109999
-59,9,2.114001
-53,3,2.115
-60,10,2.120001
-52,2,2.121001
-55,5,2.123002
-58,8,2.127003
-58,8,2.131004
-68,18,2.138005
-81,31,2.150008
-59,9,2.154009
-69,19,2.162011
-74,24,2.172013
-86,36,2.186016
-65,15,2.193018
-59,9,2.197019
-62,12,2.20202
-52,2,2.20302
-64,14,2.209021
-71,21,2.218024
-62,12,2.223025
-59,9,2.227026
-52,2,2.228026
-53,3,2.230026
-55,5,2.233027
-72,22,2.242029
-62,12,2.24703
-59,9,2.251031
-53,3,2.252032
-63,13,2.258033
-86,36,2.272036
-71,21,2.281038
-70,20,2.289039
-59,9,2.293041
-84,34,2.307044
-62,12,2.312045
-58,8,2.316046
-54,4,2.318046
-54,4,2.320046
-59,9,2.324048
-57,7,2.327048
-64,14,2.333049
-62,12,2.338051
-70,20,2.346052
-56,6,2.349053
-84,34,2.362056
-71,21,2.371058
-75,25,2.38106
-73,23,2.391062
-57,7,2.394063
-70,20,2.402065
-60,10,2.407066
-77,27,2.417068
-55,5,2.42007
-52,2,2.421069
