#{"t_start": 1654793868.2220206, "env_id": "env.spec.id"}
r,l,t
-146.875,12,0.030153
-428.125,36,0.10317
-100.0,4,0.112172
-746.875,54,0.218197
-393.75,21,0.261206
-700.0,39,0.334223
-1093.75,82,0.48726
-131.25,6,0.499263
-371.875,42,0.578281
-290.625,20,0.615289
-468.75,33,0.678303
-293.75,14,0.704309
-275.0,18,0.738317
-443.75,35,0.804332
-225.0,13,0.828337
-162.5,8,0.843341
-187.5,10,0.862345
-156.25,8,0.878349
-265.625,22,0.919358
-253.125,16,0.949364
-531.25,40,1.025382
-328.125,22,1.067518
-193.75,9,1.084522
-187.5,8,1.100526
-265.625,15,1.131532
-137.5,5,1.140534
-200.0,15,1.169541
-421.875,32,1.229554
-146.875,10,1.249559
-168.75,12,1.271564
-100.0,3,1.278566
-534.375,42,1.356583
-206.25,10,1.375587
-240.625,19,1.412596
-1015.625,76,1.553628
-100.0,3,1.559629
-75.0,2,1.56363
-196.875,19,1.598638
-100.0,4,1.60664
-125.0,5,1.616642
-156.25,9,1.633646
-131.25,6,1.644648
-206.25,17,1.676655
-100.0,4,1.684657
-528.125,34,1.747672
-125.0,5,1.757674
-356.25,30,1.814687
-196.875,19,1.849694
-259.375,24,1.895705
-193.75,10,1.914709
-75.0,2,1.91871
-293.75,14,1.944716
-87.5,3,1.950717
-75.0,2,1.954718
-193.75,11,1.975723
-453.125,27,2.025734
-290.625,24,2.071744
-228.125,15,2.099751
-100.0,4,2.107753
-212.5,12,2.130758
-306.25,24,2.175768
-143.75,7,2.188771
-140.625,12,2.211776
-143.75,8,2.22678
-87.5,3,2.232781
-684.375,52,2.329803
-87.5,3,2.335804
-384.375,36,2.402339
-125.0,5,2.41234
-318.75,19,2.448349
-128.125,7,2.461352
-93.75,4,2.469354
-284.375,21,2.509363
-87.5,3,2.515363
-115.625,8,2.530367
-137.5,8,2.545371
-125.0,5,2.555373
-209.375,13,2.579378
-171.875,12,2.602384
-225.0,16,2.63239
-256.25,15,2.660396
-287.5,17,2.692406
-415.625,29,2.746418
-331.25,16,2.777425
-206.25,17,2.809433
-137.5,7,2.822435
-387.5,23,2.865445
-278.125,18,2.899453
-237.5,14,2.926459
-475.0,37,2.995474
-556.25,53,3.094497
-362.5,32,3.15351
-718.75,54,3.254533
-375.0,22,3.295542
-231.25,21,3.335551
-212.5,11,3.355556
-200.0,10,3.37456
-278.125,25,3.421571
-75.0,2,3.425572
-196.875,16,3.455578
-187.5,8,3.471582
-418.75,32,3.531596
-112.5,6,3.542598
-100.0,3,3.548599
-137.5,6,3.559602
-352.0,27,3.610613
-759.375,46,3.696633
-75.0,2,3.700634
-306.25,14,3.726639
-406.25,28,3.778761
-203.125,13,3.803767
-309.375,20,3.841776
-178.125,15,3.869782
-137.5,6,3.881784
-118.75,6,4.685966
-75.0,2,4.689967
-384.375,26,4.738978
-215.625,17,4.770985
-106.25,6,4.781988
-287.5,18,4.815995
-165.625,13,4.841001
-87.5,3,4.847002
-75.0,2,4.851003
-171.875,11,4.872008
-250.0,14,4.898014
-156.25,8,4.913017
-225.0,12,4.936022
-346.875,21,4.975031
-256.25,19,5.011039
-209.375,17,5.043047
-159.375,10,5.062051
-584.375,32,5.121064
-312.5,26,5.170075
-678.125,44,5.253094
-384.375,29,5.307106
-268.75,14,5.334112
-75.0,2,5.338113
-106.25,5,5.347115
-300.0,16,5.377122
-606.25,38,5.448246
-256.25,15,5.477253
-603.125,41,5.554271
-100.0,4,5.561272
-168.75,8,5.577276
-228.125,18,5.610284
-121.875,8,5.626287
-331.25,25,5.672297
-212.5,15,5.701304
-243.75,15,5.72931
-218.75,11,5.749315
-321.875,21,5.789324
-75.0,2,5.793324
-540.625,28,5.846337
-112.5,4,5.853338
-137.5,6,5.865341
-125.0,5,5.874343
-309.375,24,5.919353
-75.0,2,5.923354
-528.125,35,5.989369
-100.0,4,5.997371
-775.0,49,6.088391
-212.5,15,6.116397
-193.75,12,6.139402
-300.0,17,6.17141
-193.75,13,6.196415
-150.0,6,6.207418
-125.0,5,6.21742
-175.0,11,6.238425
-100.0,4,6.246427
-150.0,8,6.26143
-368.75,21,6.30044
-121.875,8,6.315443
-268.75,13,6.340448
-218.75,14,6.366454
-112.5,4,6.374456
