#{"t_start": 1654695210.7859306, "env_id": "env.spec.id"}
r,l,t
-64,14,0.04401
-62,12,0.077018
-54,4,0.08702
-52,2,0.09202
-53,3,0.100022
-117,67,0.260554
-52,2,0.267556
-67,17,0.306565
-62,12,0.335571
-65,15,0.370579
-53,3,0.379581
-53,3,0.386583
-61,11,0.414589
-68,18,0.456601
-63,13,0.487608
-55,5,0.500611
-74,24,0.555731
-60,10,0.579736
-60,10,0.603742
-68,18,0.644751
-62,12,0.672757
-63,13,0.704765
-67,17,0.744774
-63,13,0.776781
-56,6,0.790784
-62,12,0.81979
-70,20,0.866801
-81,31,0.938818
-59,9,0.959822
-86,36,1.044841
-60,10,1.069847
-71,21,1.121859
-62,12,1.150865
-111,61,1.291897
-56,6,1.3079
-64,14,1.339907
-61,11,1.366913
-77,27,1.430928
-66,16,1.468937
-61,11,1.496943
-67,17,1.537952
17,33,1.614969
-54,4,1.625972
-64,14,1.657979
-52,2,1.663981
-54,4,1.673983
-56,6,1.688986
-60,10,1.711992
-66,16,1.751
-86,36,1.835019
-60,10,1.861038
-62,12,1.890033
-74,24,1.946046
-52,2,1.951047
-91,41,2.045069
-59,9,2.066073
-59,9,2.087078
6,44,2.190101
-54,4,2.201104
-80,30,2.272122
-88,38,2.361144
-54,4,2.372147
-54,4,2.381148
-63,13,2.411155
-61,11,2.438162
-66,16,2.47617
-135,85,2.682361
-69,19,2.728371
-70,20,2.775381
-52,2,2.780383
29,21,2.830394
-59,9,2.852399
-84,34,2.931417
-60,10,2.954422
-90,40,3.051444
-65,15,3.087452
-53,3,3.094453
-54,4,3.105456
-78,28,3.170471
-60,10,3.193476
-68,18,3.235485
-59,9,3.25749
-68,18,3.3005
-60,10,3.323507
-65,15,3.360516
-60,10,3.383521
-98,48,3.492546
-63,13,3.524553
-56,6,3.540556
-74,24,3.597569
-95,45,3.700595
-68,18,3.743604
-54,4,3.753607
-65,15,3.788614
-66,16,3.825623
-77,27,3.887637
-106,56,4.016666
-53,3,4.024668
-82,32,4.098808
-59,9,4.121813
-56,6,4.135817
-55,5,4.146818
-60,10,4.171824
-104,54,4.295852
-93,43,4.395398
-83,33,4.469546
-62,12,4.497552
-63,13,4.528559
-64,14,4.561567
-71,21,4.612578
-53,3,4.61958
-56,6,4.633583
-57,7,4.649586
-55,5,4.66259
-77,27,4.725604
-55,5,4.737607
-65,15,4.771614
-52,2,4.777616
-60,10,4.79962
-59,9,4.820625
-59,9,4.84163
-53,3,4.849632
-80,30,5.709083
-68,18,5.751094
-68,18,5.793103
-53,3,5.800105
-76,26,5.861119
-72,22,5.91113
-72,22,5.962142
-52,2,5.968143
-34,84,6.162187
-72,22,6.214199
-89,39,6.303218
-65,15,6.339226
-108,58,6.473257
23,27,6.53527
-1,51,6.654297
-91,41,6.746318
-61,11,6.771324
-60,10,6.79533
-104,54,6.919357
-118,68,7.074523
-57,7,7.091527
-66,16,7.129536
-84,34,7.206567
-110,60,7.343597
-69,19,7.387607
-58,8,7.406612
-64,14,7.438619
-71,21,7.487148
-70,20,7.533159
3,47,7.642183
-56,6,7.656186
-53,3,7.664188
-77,27,7.726202
-67,17,7.765211
-120,70,7.925247
-97,47,8.032271
-81,31,8.105288
-54,4,8.11529
-79,29,8.182824
-97,47,8.293849
-83,33,8.368865
-53,3,8.376868
-53,3,8.384869
-90,40,8.479891
-65,15,8.517901
-121,71,8.688942
-57,7,8.705946
-114,64,8.856494
-54,4,8.868497
-121,71,9.053545
-69,19,9.102563
-102,52,9.233125
-80,30,9.303142
-62,12,9.333148
-59,9,9.355153
-78,28,9.424283
-58,8,9.445308
-74,24,9.50132
-62,12,9.531327
-64,14,9.565335
7,43,9.669358
-66,16,9.709368
-105,55,9.840411
22,28,9.906426
-91,41,10.002447
-116,66,10.160483
-86,36,10.244503
-69,19,10.290514
-100,100,11.326869
-38,88,11.528914
24,26,11.588928
-78,28,11.654943
-93,43,11.756483
-63,13,11.78849
-146,96,12.00954
-92,42,12.107564
-76,26,12.167578
-87,37,12.253597
28,22,12.303608
-57,7,12.321612
-61,11,12.347618
-61,11,12.373624
-76,26,12.434638
21,29,12.501653
-54,4,12.511655
-102,52,12.633912
-78,28,12.699927
-54,4,12.709929
-75,25,12.766942
-52,2,12.772943
-75,25,12.83196
-57,7,12.848966
-95,45,12.95299
-73,23,13.008002
-62,12,13.037009
-14,64,13.187042
-25,75,13.360081
-56,6,13.375085
-118,68,13.532235
-72,22,13.584246
-84,34,13.663264
-78,28,13.728279
-95,45,13.834305
-71,21,13.885447
-97,47,13.994472
-64,14,14.027479
-57,7,14.043483
-91,41,14.137505
-43,93,14.350554
-82,32,14.425571
-68,18,14.467581
-53,3,14.475582
-111,61,14.616614
36,14,14.650622
-52,2,14.656623
-117,67,14.811658
-68,18,14.854668
-85,35,14.937686
-58,8,14.957691
26,24,15.013704
-137,87,15.213749
9,41,15.31077
22,28,15.374785
-97,47,15.482809
-42,92,15.695857
-74,24,15.75187
-116,66,15.902904
-70,20,15.949914
15,35,16.031933
-60,10,16.056938
31,19,16.888474
7,43,16.988497
1,49,17.100524
33,17,17.142536
-90,40,17.234556
-88,38,17.323576
29,21,17.371587
-86,36,17.455606
-61,11,17.482612
-86,36,17.565777
-69,19,17.611788
-60,10,17.636793
-57,7,17.653797
31,19,17.698807
-64,14,17.732816
27,23,17.786827
-83,33,17.864845
4,46,17.973869
-54,4,17.984872
-68,18,18.026881
-52,2,18.032883
-94,44,18.135906
13,37,18.222928
10,40,18.313948
-68,18,18.355957
-85,35,18.438976
-63,13,18.468983
-93,43,18.570005
3,47,18.68003
-58,8,18.699034
-58,8,18.718039
-76,26,18.779053
-52,2,18.785054
-76,26,18.847069
8,42,18.946723
27,23,18.999734
-61,11,19.02574
-69,19,19.071751
-104,54,19.196779
-54,4,19.206781
24,26,19.267795
-97,47,19.37882
21,29,19.445835
-102,52,19.567863
-140,90,19.776909
6,44,19.879933
-83,33,19.957951
-87,37,20.04397
-53,3,20.051972
-87,37,20.137991
28,22,20.188002
-15,65,20.337036
15,35,20.419054
18,32,20.495071
-11,61,20.634103
3,47,20.742127
-95,45,20.849154
14,36,20.934173
-65,15,20.969181
-72,22,21.020192
-71,21,21.069203
-85,35,21.149862
34,16,21.187871
-127,77,21.364911
-56,6,21.378914
26,24,21.436076
10,40,21.529097
3,47,21.635233
-1,51,22.541095
12,38,22.62912
-123,73,22.798157
13,37,22.885177
38,12,22.915184
23,27,22.978198
27,23,23.03021
30,20,23.076221
-68,18,23.11823
27,23,23.172242
7,43,23.272264
-64,14,23.305272
-54,4,23.315277
-121,71,23.477313
4,46,23.582457
31,19,23.626467
23,27,23.68848
25,25,23.746494
-57,7,23.763498
26,24,23.81851
28,22,23.868521
4,46,23.973545
26,24,24.028557
-13,63,24.174752
24,26,24.233765
-81,31,24.305781
15,35,24.3858
25,25,24.441812
-1,51,24.559839
18,32,24.632855
-4,54,24.757883
30,20,24.804894
-16,66,24.957928
-80,30,25.027076
18,32,25.101093
19,31,25.172111
-52,2,25.178112
35,15,25.213643
20,30,25.281658
-91,41,25.37668
32,18,25.418689
31,19,25.462699
-53,3,25.469701
21,29,25.536716
-88,38,25.624736
25,25,25.681749
-23,73,25.850787
14,36,25.934806
16,34,26.014826
-86,36,26.098845
28,22,26.149856
24,26,26.20987
-20,70,26.372908
29,21,26.419919
15,35,26.500938
-61,11,26.526944
-59,9,26.547948
28,22,26.59996
20,30,26.670976
5,45,26.775001
-6,56,26.90303
18,32,26.975046
-72,22,27.028059
-76,26,27.088072
3,47,27.986274
38,12,28.01528
37,13,28.046288
37,13,28.078295
-16,66,28.23233
21,29,28.300344
9,41,28.397367
38,12,28.426373
20,30,28.497389
24,26,28.557402
20,30,28.629419
35,15,28.666428
4,46,28.774452
14,36,28.85947
-7,57,28.9905
-74,24,29.049516
17,33,29.128539
-74,24,29.185551
13,37,29.272571
-80,30,29.343587
16,34,29.424605
38,12,29.451611
16,34,29.532629
-66,16,29.571638
-78,28,29.637653
32,18,29.679662
-76,26,29.741676
33,17,29.782685
35,15,29.818694
23,27,29.883712
26,24,29.940725
28,22,29.992737
10,40,30.087758
-63,13,30.119766
-71,21,30.167776
0,50,30.283802
35,15,30.31981
30,20,30.366821
-83,33,30.443838
12,38,30.532858
8,42,30.631885
-54,4,30.641887
31,19,30.686898
23,27,30.751912
32,18,30.793921
-59,9,30.816927
29,21,30.866938
27,23,30.92195
36,14,30.955958
10,40,31.047979
22,28,31.113994
27,23,31.169006
0,50,31.287035
-20,70,31.450071
32,18,31.492081
17,33,31.569098
-57,7,31.587103
7,43,31.688125
29,21,31.737136
31,19,31.782146
32,18,31.826156
33,17,31.866165
7,43,31.967188
-89,39,32.058211
-53,3,32.065212
23,27,32.128227
35,15,32.164235
40,10,32.188243
38,12,32.216249
36,14,32.249257
24,26,32.30927
-53,3,32.317272
-69,19,32.361282
8,42,32.458306
24,26,32.518319
26,24,32.57545
29,21,32.625462
29,21,32.673473
25,25,32.731486
36,14,32.765493
33,17,33.601844
29,21,33.651855
36,14,33.684862
-55,5,33.696867
30,20,33.744879
25,25,33.804892
38,12,33.833899
38,12,33.864905
29,21,33.913917
29,21,33.962051
34,16,33.999059
34,16,34.037068
-55,5,34.049071
37,13,34.080078
27,23,34.13309
35,15,34.169098
33,17,34.210107
38,12,34.238113
-55,5,34.251116
33,17,34.292125
24,26,34.351139
28,22,34.40215
26,24,34.459163
32,18,34.502173
37,13,34.53418
33,17,34.575189
33,17,34.615198
-57,7,34.632202
31,19,34.677212
33,17,34.718222
29,21,34.765232
34,16,34.80324
21,29,34.870256
25,25,34.930269
31,19,34.974279
23,27,35.035293
32,18,35.076302
40,10,35.099308
32,18,35.140317
33,17,35.181326
31,19,35.225336
38,12,35.252342
-72,22,35.302353
32,18,35.344362
34,16,35.381371
24,26,35.440384
40,10,35.464389
35,15,35.499397
6,44,35.60042
31,19,35.64443
26,24,35.700443
-60,10,35.72358
32,18,35.76559
26,24,35.821602
36,14,35.85361
37,13,35.883616
27,23,35.937629
21,29,36.005648
31,19,36.049658
30,20,36.096668
14,36,36.179687
26,24,36.237837
24,26,36.297853
29,21,36.348864
-56,6,36.362867
29,21,36.412879
-60,10,36.436884
-62,12,36.46489
29,21,36.514901
19,31,36.585917
-58,8,36.604922
28,22,36.656934
33,17,36.697943
31,19,36.742953
35,15,36.77696
27,23,36.829977
39,11,36.856983
38,12,36.885989
