#{"t_start": 1655760623.2415946, "env_id": "env.spec.id"}
r,l,t
-66,16,0.050011
-62,12,0.078017
-68,18,0.121328
-96,46,0.225354
-62,12,0.249359
-64,14,0.276365
-99,49,0.374124
-54,4,0.383126
-59,9,0.40266
8,42,0.48364
-82,32,0.545642
-60,10,0.566646
-53,3,0.572648
-71,21,0.613657
-61,11,0.634661
-52,2,0.639663
-55,5,0.649665
-59,9,0.679671
-80,30,0.769692
-54,4,0.781694
-61,11,0.816701
-98,48,0.962003
-64,14,1.007289
-83,33,1.087307
-64,14,1.126468
-69,19,1.165476
-58,8,1.18348
19,31,1.244494
-65,15,1.2745
-74,24,1.325512
-74,24,1.375523
-63,13,1.404046
-77,27,1.457186
-64,14,1.490196
-58,8,1.506198
-56,6,1.5202
-84,34,1.591217
-66,16,1.622418
-73,23,1.66768
-81,31,1.729198
-52,2,1.7332
-72,22,1.778213
-82,32,1.842212
-66,16,1.875225
-74,24,1.923239
-55,5,1.934241
-80,30,1.995257
-63,13,2.029265
-52,2,2.033266
-65,15,2.064273
-52,2,2.069274
-52,2,2.073275
-86,36,2.149315
-72,22,2.193559
-68,18,2.23013
-64,14,2.258136
-62,12,2.283141
-75,25,2.333152
-75,25,2.383163
-55,5,2.394166
-68,18,2.429173
-54,4,2.437175
-54,4,2.445178
-57,7,2.460181
-57,7,2.474184
-69,19,2.510192
-77,27,2.565204
-62,12,2.59121
-66,16,2.623217
-74,24,2.670228
-56,6,2.68223
22,28,2.737243
-57,7,2.755247
-108,58,2.867272
-75,25,2.916282
-57,7,2.930285
-81,31,2.989299
-85,35,3.055313
31,19,3.092325
-54,4,3.100327
-70,20,3.138337
-66,16,3.169343
-59,9,3.187346
-79,29,3.24336
-54,4,3.251361
-92,42,3.331379
-64,14,3.359385
-86,36,3.431091
-82,32,3.50687
-58,8,3.526892
-60,10,3.548897
-78,28,3.608827
-64,14,3.63912
-83,33,3.709085
-65,15,3.741715
-69,19,3.783335
-55,5,3.795338
-52,2,3.800339
-57,7,3.815622
-52,2,3.821623
-58,8,3.83916
-62,12,3.865454
-55,5,3.875456
-57,7,3.8921
-53,3,3.898569
-96,46,3.994492
-58,8,4.012663
-60,10,4.03277
-61,11,4.056188
-58,8,4.073191
-67,17,4.11015
-79,29,4.173081
15,35,4.250085
-54,4,4.259087
-53,3,4.266089
-62,12,4.292094
-70,20,4.335968
-68,18,4.374981
-86,36,5.342228
-63,13,5.380238
-53,3,5.391232
-52,2,5.399236
26,24,5.466065
-80,30,5.541769
-53,3,5.551682
-52,2,5.556633
-61,11,5.585542
-62,12,5.622692
-70,20,5.675075
-68,18,5.72422
-68,18,5.770117
-75,25,5.836386
-69,19,5.886059
-80,30,5.960101
-78,28,6.036996
-86,36,6.134334
19,31,6.21336
-52,2,6.220364
-55,5,6.233369
-118,68,6.407189
-99,49,6.530712
-55,5,6.544709
-91,41,6.648926
-53,3,6.657929
-56,6,6.673065
-52,2,6.679067
-60,10,6.70418
-74,24,6.766111
-57,7,6.782619
-86,36,6.874422
-52,2,6.879424
-97,47,6.998253
-93,43,7.10711
-64,14,7.141368
-60,10,7.169315
-60,10,7.195258
-102,52,7.326412
-74,24,7.387158
-80,30,7.464221
20,30,7.539318
-61,11,7.568328
-63,13,7.608458
-57,7,7.630972
-65,15,7.675658
-128,78,7.900221
-89,39,8.012163
-107,57,8.165845
-85,35,8.260235
-68,18,8.307427
-87,37,8.407994
-107,57,8.562794
-112,62,8.729397
-73,23,8.788421
-57,7,8.808427
-75,25,8.873117
-72,22,8.932134
-144,94,9.186365
-78,28,9.264139
-71,21,9.324321
-72,22,9.385339
-88,38,9.491434
-70,20,9.54418
-59,9,9.569089
-73,23,9.62961
-61,11,9.660268
19,31,9.741999
-55,5,9.755002
-63,13,9.789018
30,20,9.843042
-58,8,9.865584
-65,15,9.905606
-72,22,9.964283
-83,33,10.052275
-89,39,10.155792
-55,5,10.169798
