#{"t_start": 1655759044.739672, "env_id": "env.spec.id"}
r,l,t
-57,7,0.020004
-57,7,0.035008
-69,19,0.081017
20,30,0.145032
-68,18,0.18104
-53,3,0.189043
-57,7,0.204046
-87,37,0.272061
-70,20,0.309069
-61,11,0.331074
-52,2,0.334075
-68,18,0.367082
-89,39,0.439099
-57,7,0.452101
-53,3,0.458103
-68,18,0.49211
-52,2,0.496111
-67,17,0.528118
-63,13,0.553124
-57,7,0.567127
-68,18,0.599134
-85,35,0.664149
-52,2,0.66815
-54,4,0.676152
-53,3,0.682153
-53,3,0.688154
-82,32,0.748167
-91,41,0.826185
-54,4,0.834187
-83,33,0.8952
-56,6,0.908203
-77,27,0.958215
-61,11,0.979219
-55,5,0.988222
-63,13,1.013227
-72,22,1.055236
-78,28,1.107248
-52,2,1.111249
-94,44,1.191267
-52,2,1.195267
-67,17,1.227275
-66,16,1.258282
-54,4,1.267284
-76,26,1.314294
-59,9,1.331298
-67,17,1.362305
-72,22,1.402314
-63,13,1.42832
-73,23,1.470329
-65,15,1.497335
-64,14,1.524341
-58,8,1.538344
12,38,1.60836
-92,42,1.686377
38,12,1.707382
-61,11,1.729387
-58,8,1.74439
-55,5,1.753392
-72,22,1.794404
-55,5,1.804406
-54,4,1.813408
-59,9,1.830412
-53,3,1.836414
-61,11,1.858418
-57,7,1.871422
-74,24,1.915431
-66,16,1.944438
-54,4,1.95344
-57,7,1.966443
-52,2,1.971444
-57,7,1.984447
-65,15,2.011453
-63,13,2.036459
-52,2,2.040459
-58,8,2.056463
-62,12,2.079468
-53,3,2.084469
-61,11,2.105474
-53,3,2.111475
-68,18,2.144482
-56,6,2.155485
30,20,2.194496
-71,21,2.232504
-63,13,2.25651
-54,4,2.264512
-62,12,2.288517
-55,5,2.297519
-53,3,2.30352
-62,12,2.326525
-78,28,2.376536
-76,26,2.424547
-118,68,2.547577
-56,6,2.55958
-63,13,2.583585
-58,8,2.59859
-53,3,2.60559
-74,24,2.6506
-58,8,2.664603
-91,41,2.73862
-56,6,2.750622
-75,25,2.795633
-69,19,2.831641
-54,4,2.839642
-86,36,2.904659
-53,3,2.91066
-69,19,2.946668
-67,17,2.976675
-56,6,2.988678
-78,28,3.041689
-52,2,3.04569
-52,2,3.049691
-60,10,3.067695
-83,33,3.128709
-58,8,3.144712
-62,12,3.167717
-83,33,3.228731
