#{"t_start": 1654635557.889687, "env_id": "env.spec.id"}
r,l,t
-94,44,0.108024
-56,6,0.110024
-82,32,0.123027
-53,3,0.124027
-59,9,0.128028
-58,8,0.132029
-63,13,0.13703
-56,6,0.13903
-56,6,0.142031
-85,35,0.156034
-53,3,0.158035
10,40,0.173038
-59,9,0.177039
-72,22,0.18504
-62,12,0.190042
-52,2,0.191041
-100,50,0.210047
-80,30,0.222049
-55,5,0.224049
-52,2,0.225049
-69,19,0.233052
-55,5,0.235052
-61,11,0.240053
-56,6,0.243054
-88,38,0.257056
-85,35,0.27106
-64,14,0.277062
-59,9,0.281062
-55,5,0.283063
-80,30,0.295065
-54,4,0.297066
-62,12,0.302066
-87,37,0.31607
-66,16,0.322071
-59,9,0.326072
-78,28,0.337075
-62,12,0.342075
-54,4,0.344077
-104,54,0.365081
-57,7,0.368081
-58,8,0.371082
-125,75,0.400089
-63,13,0.40509
-91,41,0.421093
-59,9,0.425095
-52,2,0.426095
-65,15,0.432096
-58,8,0.435097
-55,5,0.437097
-61,11,0.442098
-52,2,0.443099
-52,2,0.444099
-54,4,0.446099
-65,15,0.452606
-63,13,0.457608
-72,22,0.465611
-63,13,0.471611
-56,6,0.474275
-75,25,0.483781
-57,7,0.486781
-65,15,0.492783
-56,6,0.494783
-74,24,0.504786
-82,32,0.516791
-52,2,0.517791
-64,14,0.522792
-63,13,0.528794
-58,8,0.531794
-57,7,0.534795
-52,2,0.535795
-60,10,0.539797
-52,2,0.540796
-76,26,0.550799
-54,4,0.552799
-54,4,0.5548
-73,23,0.563801
-67,17,0.569803
-62,12,0.574805
-53,3,0.576805
-53,3,0.577805
-68,18,0.584807
-70,20,0.592808
-54,4,0.594809
-79,29,0.605811
-118,68,0.630817
-55,5,0.633817
-133,83,0.663823
-76,26,0.673826
-66,16,0.680828
-59,9,0.684829
-56,6,0.68683
-57,7,0.68983
-102,52,0.709835
-55,5,0.711835
-64,14,0.716835
-66,16,0.723837
-89,39,0.73784
-70,20,0.745843
-64,14,0.751844
-90,40,0.76685
-59,9,0.76985
-57,7,0.77285
-57,7,0.775852
-67,17,0.782853
-64,14,0.788854
-61,11,0.792856
-58,8,0.795857
-57,7,0.798857
-77,27,0.80986
-53,3,0.81086
-54,4,0.81286
-70,20,0.820862
-91,41,0.835865
-54,4,0.837866
-52,2,0.838866
-100,50,0.85787
-68,18,0.864872
-70,20,0.872874
-58,8,0.875874
-57,7,0.878875
-117,67,0.90388
-53,3,0.90588
-79,29,0.916883
-52,2,0.917884
-55,5,0.919885
-57,7,0.922885
-58,8,0.926886
-53,3,0.927886
-70,20,0.935888
-43,93,0.970896
-66,16,0.976897
-109,59,0.998905
-61,11,1.00391
-58,8,1.006911
-60,10,1.010912
-90,40,1.025915
-72,22,1.034917
-66,16,1.040918
-83,33,1.053921
-53,3,1.054921
-126,76,1.083928
-60,10,1.087929
-56,6,1.089929
-53,3,1.091929
-71,21,1.09993
-62,12,1.104932
-70,20,1.112934
-53,3,1.113935
-73,23,1.122937
-83,33,1.135939
-73,23,1.144949
-57,7,1.147942
-75,25,1.156944
-63,13,1.162946
-54,4,1.163945
-55,5,1.166946
-82,32,1.178949
-58,8,1.18195
-59,9,1.185951
-64,14,1.191952
-67,17,1.197953
-59,9,1.201954
-60,10,1.205955
-74,24,1.214957
-54,4,1.216957
-57,7,1.219958
-62,12,1.224959
-77,27,1.234962
-57,7,1.238965
-60,10,1.242966
-82,32,1.254969
-52,2,1.255968
-89,39,1.270972
-54,4,1.272973
-75,25,1.282418
-112,62,1.305423
-59,9,1.309424
-74,24,1.318426
-54,4,1.320426
-74,24,1.329427
-53,3,1.331429
-57,7,1.33443
-64,14,1.33943
-78,28,1.350433
-84,34,1.363436
-60,10,1.367442
-68,18,1.37444
-65,15,1.380442
-53,3,1.382442
-61,11,1.386444
-72,22,1.395446
-72,22,1.403447
-61,11,1.408448
-57,7,1.411449
-59,9,1.41445
-54,4,1.416453
-72,22,1.425456
-54,4,1.426455
-70,20,1.434456
-52,2,1.435458
-86,36,1.449461
-78,28,1.460463
-58,8,1.463464
-68,18,1.470465
-60,10,1.474466
-71,21,1.482468
-67,17,1.489469
-59,9,1.49347
-56,6,1.496471
-71,21,1.504472
-71,21,1.512475
-58,8,1.515476
